customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_bins,monthly_charges_bins
3334-CTHOL,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,"(-0.073, 7.2]","(48.4, 58.45]"
6859-QNXIQ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
8410-BGQXN,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
7356-AYNJP,Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
2700-LUEVA,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
6959-GQEGV,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(43.2, 50.4]","(68.5, 78.55]"
0221-WMXNQ,Male,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0,"(-0.073, 7.2]","(68.5, 78.55]"
0581-BXBUB,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0,"(-0.073, 7.2]","(68.5, 78.55]"
2308-STERM,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
5680-LQOGP,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
9278-VZKCD,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(50.4, 57.6]","(108.7, 118.75]"
4350-ZTLPI,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(108.7, 118.75]"
0112-QAWRZ,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0,"(14.4, 21.6]","(88.6, 98.65]"
1226-UDFZR,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(48.4, 58.45]"
6211-WWLTF,Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
1354-YZFNB,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4903-CNOZC,Male,No,No,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),0,"(28.8, 36.0]","(68.5, 78.55]"
1336-EZFZY,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
6286-ZHAOK,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
6595-YGXIT,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(21.6, 28.8]","(88.6, 98.65]"
6664-FPDAC,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,"(50.4, 57.6]","(108.7, 118.75]"
8384-FZBJK,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(50.4, 57.6]","(98.65, 108.7]"
4257-GAESD,Female,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),0,"(-0.073, 7.2]","(38.35, 48.4]"
6007-TCTST,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4803-AXVYP,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(36.0, 43.2]","(98.65, 108.7]"
3197-ARFOY,Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0,"(14.4, 21.6]","(98.65, 108.7]"
1555-DJEQW,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1,"(64.8, 72.0]","(108.7, 118.75]"
2391-SOORI,Male,No,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1,"(-0.073, 7.2]","(48.4, 58.45]"
2272-UOINI,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(68.5, 78.55]"
0927-CNGRH,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
3672-YITQD,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(28.8, 36.0]","(78.55, 88.6]"
3266-FTKHB,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
4951-UKAAQ,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(88.6, 98.65]"
7502-BNYGS,Female,No,Yes,No,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,"(43.2, 50.4]","(68.5, 78.55]"
2761-OCIAX,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
1401-FTHFQ,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
8849-PRIQJ,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0,"(64.8, 72.0]","(108.7, 118.75]"
6625-IUTTT,Male,No,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
5712-AHQNN,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(36.0, 43.2]","(88.6, 98.65]"
5018-LXQQG,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),0,"(28.8, 36.0]","(58.45, 68.5]"
0301-KOBTQ,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
1184-PJVDB,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(78.55, 88.6]"
7515-LODFU,Male,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
1518-VOWAV,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(68.5, 78.55]"
1845-ZLLIG,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0,"(-0.073, 7.2]","(48.4, 58.45]"
2150-UWTFY,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,1,"(21.6, 28.8]","(58.45, 68.5]"
0667-NSRGI,Female,No,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,0,"(43.2, 50.4]","(68.5, 78.55]"
3646-ITDGM,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
2832-KJCRD,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(36.0, 43.2]","(98.65, 108.7]"
0404-SWRVG,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
7137-RYLPP,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(36.0, 43.2]","(78.55, 88.6]"
3458-IDMFK,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
2900-PHPLN,Female,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4323-ELYYB,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
7801-KICAO,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(14.4, 21.6]","(68.5, 78.55]"
9462-MJUAW,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,"(-0.073, 7.2]","(48.4, 58.45]"
5663-QBGIS,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
4123-FCVCB,Female,No,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,0,"(7.2, 14.4]","(68.5, 78.55]"
6654-QGBZZ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
2660-EMUBI,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(88.6, 98.65]"
2482-CZGBB,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(68.5, 78.55]"
0230-UBYPQ,Male,Yes,Yes,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),0,"(57.6, 64.8]","(28.3, 38.35]"
7544-ZVIKX,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
5149-CUZUJ,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0,"(21.6, 28.8]","(88.6, 98.65]"
7145-FEJWU,Female,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(98.65, 108.7]"
0277-ORXQS,Male,No,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(48.4, 58.45]"
5406-KGRMX,Female,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
1264-BYWMS,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(50.4, 57.6]","(88.6, 98.65]"
5676-CFLYY,Male,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(68.5, 78.55]"
2661-GKBTK,Male,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(57.6, 64.8]","(68.5, 78.55]"
4767-HZZHQ,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0,"(28.8, 36.0]","(78.55, 88.6]"
5035-PGZXH,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0,"(50.4, 57.6]","(98.65, 108.7]"
0902-XKXPN,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
0946-CLJTI,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(57.6, 64.8]","(98.65, 108.7]"
9210-IAHGH,Female,No,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1,"(-0.073, 7.2]","(68.5, 78.55]"
9788-YTFGE,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
8714-CTZJW,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0,"(-0.073, 7.2]","(78.55, 88.6]"
6202-DYYFX,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),0,"(21.6, 28.8]","(68.5, 78.55]"
1136-XGEQU,Female,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,"(43.2, 50.4]","(78.55, 88.6]"
5495-GPSRW,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
2122-YWVYA,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(14.4, 21.6]","(68.5, 78.55]"
4895-TMWIR,Male,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,"(7.2, 14.4]","(18.148999999999997, 28.3]"
1481-ZUWZA,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,"(21.6, 28.8]","(88.6, 98.65]"
7341-LXCAF,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4723-BEGSG,Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
2928-HLDBA,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
9048-JVYVF,Male,No,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
5387-ASZNZ,Female,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
9443-JUBUO,Male,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
0461-CVKMU,Female,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,1,"(21.6, 28.8]","(78.55, 88.6]"
5998-DZLYR,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0,"(57.6, 64.8]","(88.6, 98.65]"
3292-PBZEJ,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(108.7, 118.75]"
6134-KWTBV,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
6507-ZJSUR,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(21.6, 28.8]","(88.6, 98.65]"
1131-SUEKT,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0,"(57.6, 64.8]","(88.6, 98.65]"
0519-DRGTI,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
1057-FOGLZ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
9039-RBEEE,Male,No,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1,"(36.0, 43.2]","(48.4, 58.45]"
3887-PBQAO,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
3669-WHAFY,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
0962-CQPWQ,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
5485-ITNPC,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
5515-AKOAJ,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(50.4, 57.6]","(98.65, 108.7]"
0310-VQXAM,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
7020-OZKXZ,Female,Yes,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0,"(7.2, 14.4]","(68.5, 78.55]"
1627-AFWVJ,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
1206-EHBDD,Female,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),0,"(50.4, 57.6]","(78.55, 88.6]"
3551-GAEGL,Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),0,"(28.8, 36.0]","(28.3, 38.35]"
8104-OSKWT,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(78.55, 88.6]"
7032-LMBHI,Female,No,No,No,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),0,"(36.0, 43.2]","(58.45, 68.5]"
4694-PHWFW,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
5884-GCYMI,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,"(-0.073, 7.2]","(68.5, 78.55]"
2452-SNHFZ,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0,"(43.2, 50.4]","(68.5, 78.55]"
2348-KCJLT,Female,No,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,0,"(43.2, 50.4]","(58.45, 68.5]"
6821-BUXUX,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(88.6, 98.65]"
6479-OAUSD,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
8809-RIHDD,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1,"(64.8, 72.0]","(98.65, 108.7]"
8727-XDPUD,Male,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),0,"(36.0, 43.2]","(28.3, 38.35]"
3866-MDTUB,Female,No,No,No,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4114-QMKVN,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),0,"(50.4, 57.6]","(68.5, 78.55]"
1771-OADNZ,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(28.8, 36.0]","(88.6, 98.65]"
7779-ORAEL,Male,Yes,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),0,"(43.2, 50.4]","(68.5, 78.55]"
8769-KKTPH,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
2874-YXVVA,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(28.8, 36.0]","(98.65, 108.7]"
1625-JAIIY,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,1,"(64.8, 72.0]","(78.55, 88.6]"
6794-HKIAJ,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0,"(57.6, 64.8]","(88.6, 98.65]"
2382-BCKQJ,Female,No,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1,"(57.6, 64.8]","(98.65, 108.7]"
5482-NUPNA,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(58.45, 68.5]"
6432-TWQLB,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
5879-SESNB,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0,"(7.2, 14.4]","(68.5, 78.55]"
9117-SHLZX,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(38.35, 48.4]"
5893-KCLGT,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
2460-NGXBJ,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0,"(7.2, 14.4]","(68.5, 78.55]"
4295-YURET,Female,Yes,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(50.4, 57.6]","(68.5, 78.55]"
5498-TXHLF,Female,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,1,"(28.8, 36.0]","(78.55, 88.6]"
7470-DYNOE,Male,No,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,0,"(50.4, 57.6]","(58.45, 68.5]"
5198-HQAEN,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0,"(28.8, 36.0]","(88.6, 98.65]"
1501-SGHBW,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,"(-0.073, 7.2]","(38.35, 48.4]"
9142-KZXOP,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0,"(43.2, 50.4]","(68.5, 78.55]"
4801-KFYKL,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
8695-ARGXZ,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,"(28.8, 36.0]","(68.5, 78.55]"
4658-HCOHW,Female,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(14.4, 21.6]","(98.65, 108.7]"
2833-SLKDQ,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,"(-0.073, 7.2]","(38.35, 48.4]"
9786-YWNHU,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,0,"(57.6, 64.8]","(58.45, 68.5]"
4654-GGUII,Female,No,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,0,"(14.4, 21.6]","(38.35, 48.4]"
