Partner,Dependents,gender,OnlineSecurity,monthly_charges_bins,OnlineBackup,MultipleLines,PhoneService,PaymentMethod,InternetService,tenure_bins,StreamingMovies,TechSupport,StreamingTV,Contract,DeviceProtection,PaperlessBilling,SeniorCitizen,customerID,Churn
No,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No,No,Month-to-month,No,Yes,No,6907-KSNOX,1
No,No,Male,Yes,"(38.35, 48.4]",Yes,No phone service,No,Mailed check,DSL,"(36.0, 43.2]",No,Yes,No,Two year,No,Yes,No,6718-SVEGV,0
No,No,Male,No,"(68.5, 78.55]",No,No,Yes,Mailed check,Fiber optic,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,No,3755-JYREK,0
No,No,Male,No,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(14.4, 21.6]",Yes,No,No,Month-to-month,No,Yes,No,6615-PEJGR,1
No,No,Male,No internet service,"(68.5, 78.55]",No,No,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",No,No,No,Month-to-month,No,Yes,No,9507-XCFLO,0
Yes,No,Male,No,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,3895-ISSJB,1
No,Yes,Female,No,"(98.65, 108.7]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,Yes,Month-to-month,Yes,Yes,No,9368-JQZAJ,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,4624-ZPGPV,0
Yes,Yes,Male,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",No,No,No,Two year,No,Yes,Yes,7515-CTIMH,1
No,No,Male,Yes,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",No,Yes,No,Month-to-month,No,Yes,No,6987-HJMJL,1
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,One year,No internet service,No,No,2698-FMRGG,0
No,No,Male,Yes,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),DSL,"(50.4, 57.6]",Yes,Yes,Yes,Two year,No,Yes,No,7363-EBOUB,0
No,No,Male,No,"(48.4, 58.45]",Yes,No phone service,No,Credit card (automatic),DSL,"(36.0, 43.2]",Yes,No,Yes,One year,No,Yes,Yes,4504-GNLVJ,0
No,No,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",No,No,No,One year,Yes,No,No,7295-LJTVU,0
No,No,Female,Yes,"(68.5, 78.55]",Yes,No,Yes,Credit card (automatic),DSL,"(14.4, 21.6]",No,Yes,Yes,Two year,No,No,No,8917-KQRIX,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,2591-OCXGY,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(21.6, 28.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,0532-MLZJO,0
No,Yes,Female,Yes,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,Yes,Yes,No,4148-JDBDC,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,2009-TTYRW,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,9681-MSBYE,0
No,Yes,Male,Yes,"(48.4, 58.45]",No,No,Yes,Bank transfer (automatic),DSL,"(14.4, 21.6]",No,Yes,No,One year,No,Yes,No,0605-BQGXD,1
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,One year,No internet service,No,No,9957-IPQRA,0
No,No,Female,No,"(88.6, 98.65]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",Yes,No,Yes,Month-to-month,No,Yes,Yes,4964-YUQGC,1
Yes,No,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",No,No,Yes,Month-to-month,No,Yes,No,7727-VUGQI,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No,No phone service,No,Electronic check,DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,Yes,No,9341-GPFKJ,1
No,No,Male,Yes,"(48.4, 58.45]",No,No phone service,No,Credit card (automatic),DSL,"(21.6, 28.8]",Yes,Yes,Yes,One year,No,No,No,2927-WCBLV,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(14.4, 21.6]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,6431-IJJWQ,1
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(64.8, 72.0]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,1009-KQZBV,0
No,No,Male,Yes,"(48.4, 58.45]",No,Yes,Yes,Bank transfer (automatic),DSL,"(21.6, 28.8]",No,No,No,Month-to-month,No,Yes,No,8752-YQPEJ,1
Yes,No,Male,Yes,"(68.5, 78.55]",No,Yes,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",Yes,Yes,No,Two year,Yes,Yes,No,6021-VXYRK,0
Yes,Yes,Male,No,"(68.5, 78.55]",Yes,No,Yes,Mailed check,DSL,"(43.2, 50.4]",Yes,No,Yes,Two year,Yes,No,No,3338-BHMXN,0
Yes,No,Male,Yes,"(98.65, 108.7]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,No,Two year,Yes,No,No,6113-YDBBU,0
Yes,Yes,Male,Yes,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No internet service,No,Two year,No,No,No,7625-JSHXQ,1
Yes,Yes,Female,No,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,Yes,Yes,No,2518-YSWVD,0
Yes,Yes,Female,Yes,"(48.4, 58.45]",Yes,No phone service,No,Electronic check,DSL,"(21.6, 28.8]",Yes,No,Yes,One year,Yes,No,No,9235-NEDPA,0
No,No,Female,No,"(78.55, 88.6]",No,No,Yes,Credit card (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,Yes,One year,No,No,No,9718-SGTBV,0
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,2887-MCDKV,0
Yes,Yes,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(50.4, 57.6]",Yes,Yes,Yes,One year,No,No,No,3692-HQRVY,0
No,No,Male,No,"(78.55, 88.6]",No,No,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",No,No,Yes,Month-to-month,No,Yes,No,2367-ADOFF,1
Yes,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Credit card (automatic),No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Two year,No internet service,No,Yes,5340-GMQQO,0
Yes,Yes,Female,No,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",No,No,Yes,Month-to-month,No,Yes,Yes,1030-YJZKZ,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(7.2, 14.4]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,0329-HNMKA,0
No,Yes,Female,No,"(88.6, 98.65]",Yes,Yes,Yes,Mailed check,Fiber optic,"(-0.073, 7.2]",Yes,No internet service,No,Month-to-month,No,No,Yes,3784-DKMLC,1
No,No,Female,No,"(68.5, 78.55]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",No,No,No,Month-to-month,No,Yes,No,9609-BHKUI,1
Yes,Yes,Female,Yes,"(48.4, 58.45]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(57.6, 64.8]",No,Yes,Yes,Two year,No,No,No,4039-IWLSK,0
No,No,Male,Yes,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",Yes,No internet service,Yes,Month-to-month,No,Yes,No,7600-PMFAY,1
No,Yes,Male,Yes,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No,Yes,Month-to-month,No,Yes,No,0415-FGFKU,1
No,No,Male,No internet service,"(38.35, 48.4]",No,No,Yes,Credit card (automatic),DSL,"(36.0, 43.2]",No,No internet service,No,One year,No,No,No,8713-GSWHK,1
Yes,No,Male,No internet service,"(88.6, 98.65]",No,No,Yes,Bank transfer (automatic),Fiber optic,"(21.6, 28.8]",Yes,No,Yes,One year,No,Yes,Yes,7803-BBFAP,0
No,No,Female,No internet service,"(38.35, 48.4]",No,No,Yes,Electronic check,DSL,"(7.2, 14.4]",No,No,No,Two year,No,No,No,6304-XUNZT,1
Yes,Yes,Female,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(36.0, 43.2]",No,No,No,One year,No,No,No,7537-QVTPO,0
Yes,Yes,Female,No internet service,"(58.45, 68.5]",Yes,No,Yes,Electronic check,DSL,"(43.2, 50.4]",Yes,No internet service,No,One year,Yes,Yes,No,3601-ELDVZ,0
No,No,Male,Yes,"(98.65, 108.7]",No,No,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",Yes,No,Yes,One year,Yes,Yes,No,2349-OBJWM,0
Yes,Yes,Male,No,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(21.6, 28.8]",No,Yes,Yes,Month-to-month,No,No,No,7526-BXSKF,0
Yes,No,Male,Yes,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,No internet service,No,Month-to-month,No,No,Yes,6133-VXXKC,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(50.4, 57.6]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,9021-JQKWA,0
Yes,Yes,Female,No,"(38.35, 48.4]",No,No,Yes,Electronic check,DSL,"(-0.073, 7.2]",No,No,No,Month-to-month,No,No,Yes,6407-VRHYI,1
No,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(7.2, 14.4]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,0254-QOVVL,0
No,No,Male,No,"(98.65, 108.7]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,No,Yes,Month-to-month,Yes,Yes,Yes,1431-OOZIO,0
Yes,Yes,Female,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",No,No,No,Month-to-month,No,Yes,No,6251-FYMUP,0
No,No,Female,No internet service,"(58.45, 68.5]",Yes,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No internet service,Yes,Month-to-month,No,Yes,No,3230-EQZEI,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(21.6, 28.8]",Yes,Yes,No,Two year,Yes,No,Yes,0420-KWAYN,0
Yes,Yes,Female,Yes,"(98.65, 108.7]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(50.4, 57.6]",Yes,No,Yes,One year,Yes,Yes,No,6964-DHBUG,1
Yes,Yes,Female,No,"(68.5, 78.55]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(7.2, 14.4]",No,Yes,No,One year,Yes,Yes,Yes,0434-KEYQS,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(43.2, 50.4]",No internet service,No internet service,No internet service,One year,No internet service,No,No,7445-PRZYZ,0
Yes,Yes,Female,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",No,Yes,No,Two year,Yes,Yes,No,1314-FJFQV,0
No,No,Male,No internet service,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",Yes,No internet service,Yes,Two year,No,Yes,Yes,2715-UNYNO,1
No,No,Male,Yes,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",No,No internet service,Yes,One year,No,Yes,No,9093-VOMJT,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,One year,No internet service,No,No,8594-MEWJY,0
No,No,Male,No,"(98.65, 108.7]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",Yes,No,Yes,Two year,Yes,Yes,No,7553-JAOVZ,1
No,No,Female,No,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No internet service,Yes,One year,Yes,Yes,No,2703-QCPFO,1
No,Yes,Female,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(36.0, 43.2]",Yes,No internet service,Yes,One year,No,Yes,Yes,8358-LHHDV,1
No,No,Female,No,"(98.65, 108.7]",Yes,No,Yes,Mailed check,Fiber optic,"(43.2, 50.4]",Yes,Yes,Yes,Two year,No,Yes,No,7373-NVKYD,0
Yes,Yes,Male,Yes,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),DSL,"(21.6, 28.8]",Yes,Yes,Yes,Two year,Yes,Yes,No,5697-AUTUZ,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Two year,No internet service,Yes,No,1572-PKATI,0
No,No,Male,No internet service,"(88.6, 98.65]",Yes,Yes,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",Yes,Yes,No,Month-to-month,Yes,No,No,8589-XMSIX,0
No,No,Female,No,"(98.65, 108.7]",No,Yes,Yes,Electronic check,Fiber optic,"(43.2, 50.4]",Yes,No,Yes,One year,Yes,Yes,No,7501-BDMCG,0
Yes,No,Male,No,"(38.35, 48.4]",No,No phone service,No,Mailed check,DSL,"(7.2, 14.4]",No,Yes,Yes,Month-to-month,No,No,No,6651-JVQVY,1
No,Yes,Male,No,"(48.4, 58.45]",Yes,Yes,Yes,Credit card (automatic),DSL,"(50.4, 57.6]",No,No,No,One year,No,Yes,No,9788-YECGY,1
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(28.8, 36.0]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,4293-XFYFG,0
Yes,Yes,Male,No,"(88.6, 98.65]",No,No,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",Yes,No,Yes,One year,Yes,No,No,2902-VDQZY,1
Yes,Yes,Female,No,"(48.4, 58.45]",No,No phone service,No,Electronic check,DSL,"(7.2, 14.4]",Yes,No internet service,Yes,One year,Yes,Yes,No,3946-WMONE,1
No,No,Female,No internet service,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",Yes,Yes,Yes,One year,No,Yes,No,3593-WMURN,0
Yes,No,Male,No,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",No,Yes,No,Month-to-month,Yes,No,No,9518-SYEQX,0
No,Yes,Female,No,"(88.6, 98.65]",No,No,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",Yes,Yes,No,Month-to-month,Yes,Yes,No,2211-FFYSZ,1
No,Yes,Male,Yes,"(88.6, 98.65]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(28.8, 36.0]",Yes,No,No,Month-to-month,Yes,Yes,No,6617-CBTIM,0
No,Yes,Male,No,"(48.4, 58.45]",No,No phone service,No,Bank transfer (automatic),DSL,"(36.0, 43.2]",Yes,Yes,Yes,One year,Yes,No,No,9990-BJMBT,0
No,No,Female,No,"(98.65, 108.7]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,One year,No,Yes,No,6427-HEEYE,0
No,No,Male,No internet service,"(78.55, 88.6]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(28.8, 36.0]",Yes,No,No,Month-to-month,No,Yes,No,9142-NIDZY,0
No,No,Male,No internet service,"(88.6, 98.65]",Yes,No,Yes,Bank transfer (automatic),Fiber optic,"(36.0, 43.2]",Yes,No internet service,No,Month-to-month,Yes,No,No,6495-PJMSQ,0
Yes,No,Male,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Electronic check,Fiber optic,"(64.8, 72.0]",Yes,No,Yes,Two year,Yes,Yes,Yes,4967-IUVUU,0
Yes,No,Female,No,"(58.45, 68.5]",No,No,Yes,Mailed check,DSL,"(21.6, 28.8]",Yes,Yes,No,One year,Yes,No,Yes,6963-OZXNG,0
Yes,Yes,Male,Yes,"(58.45, 68.5]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(50.4, 57.6]",No,Yes,No,One year,No,No,No,2406-IEINF,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Credit card (automatic),No,"(43.2, 50.4]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,5352-CIGHI,0
No,Yes,Male,No,"(68.5, 78.55]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",Yes,Yes,Yes,Month-to-month,No,No,No,7995-PXRXG,0
No,Yes,Female,Yes,"(28.3, 38.35]",No,No phone service,No,Bank transfer (automatic),DSL,"(-0.073, 7.2]",No,No,No,One year,No,No,No,5933-IRVNC,0
No,No,Female,No,"(78.55, 88.6]",No,No,Yes,Mailed check,Fiber optic,"(14.4, 21.6]",No,No,Yes,Month-to-month,No,Yes,No,5146-HRCIW,1
Yes,Yes,Male,Yes,"(78.55, 88.6]",Yes,No,Yes,Electronic check,DSL,"(57.6, 64.8]",Yes,Yes,Yes,Two year,Yes,Yes,No,5519-EZFFH,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Electronic check,No,"(21.6, 28.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,9808-YSLGN,0
No,Yes,Male,No,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(28.8, 36.0]",Yes,No,No,Month-to-month,No,Yes,No,3493-CFQRK,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,0417-MPCLQ,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(21.6, 28.8]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,3088-FLNBP,0
No,No,Female,Yes,"(48.4, 58.45]",Yes,No,Yes,Electronic check,DSL,"(21.6, 28.8]",No,No,No,One year,No,No,No,3511-QWJPZ,0
Yes,Yes,Female,No,"(88.6, 98.65]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(21.6, 28.8]",Yes,No internet service,Yes,Two year,No,Yes,No,5792-MHNGZ,0
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(64.8, 72.0]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,6823-NYRMV,0
Yes,Yes,Male,No,"(98.65, 108.7]",No,Yes,Yes,Mailed check,Fiber optic,"(36.0, 43.2]",Yes,No,Yes,Month-to-month,Yes,No,No,2303-KKFEQ,1
Yes,Yes,Male,Yes,"(58.45, 68.5]",No,No,Yes,Credit card (automatic),Fiber optic,"(-0.073, 7.2]",No,Yes,No,Month-to-month,No,Yes,No,7141-TXXKD,1
Yes,No,Male,Yes,"(78.55, 88.6]",Yes,Yes,Yes,Bank transfer (automatic),DSL,"(64.8, 72.0]",Yes,Yes,No,Two year,Yes,No,No,8436-MAFXJ,0
Yes,Yes,Male,Yes,"(98.65, 108.7]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",No,Yes,Yes,Two year,Yes,Yes,No,5470-XBROF,0
No,Yes,Male,Yes,"(78.55, 88.6]",No,Yes,Yes,Electronic check,Fiber optic,"(7.2, 14.4]",No,No,No,Two year,No,Yes,No,9174-DCIYM,0
No,Yes,Male,Yes,"(48.4, 58.45]",No,No,Yes,Mailed check,DSL,"(-0.073, 7.2]",No,No,No,One year,Yes,No,No,0578-PAMOG,1
Yes,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Bank transfer (automatic),No,"(21.6, 28.8]",No internet service,No internet service,No internet service,Month-to-month,No internet service,Yes,No,3540-KIZOT,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(36.0, 43.2]",No internet service,No internet service,No internet service,Month-to-month,No internet service,No,No,5857-DUQTX,0
No,No,Male,No,"(78.55, 88.6]",No,No,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No internet service,No,Month-to-month,No,Yes,Yes,7092-YSABS,0
No,No,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",No,No,Yes,One year,Yes,Yes,No,3387-SIZAI,1
No,No,Female,Yes,"(78.55, 88.6]",Yes,No,Yes,Electronic check,Fiber optic,"(50.4, 57.6]",No,No,No,Month-to-month,No,No,Yes,7677-PXQAL,0
No,No,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Electronic check,No,"(7.2, 14.4]",No internet service,No internet service,No internet service,One year,No internet service,Yes,No,7696-UCJZD,0
Yes,Yes,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Bank transfer (automatic),No,"(14.4, 21.6]",No internet service,No internet service,No internet service,One year,No internet service,No,No,1412-INMFV,0
Yes,No,Female,Yes,"(68.5, 78.55]",Yes,Yes,Yes,Mailed check,DSL,"(64.8, 72.0]",Yes,No,No,One year,Yes,No,No,9491-VRGMP,0
Yes,Yes,Male,No,"(38.35, 48.4]",No,No,Yes,Mailed check,DSL,"(7.2, 14.4]",No,No,No,One year,No,Yes,No,2722-MHYVJ,0
Yes,Yes,Female,Yes,"(48.4, 58.45]",No,No phone service,No,Bank transfer (automatic),DSL,"(43.2, 50.4]",Yes,Yes,Yes,Month-to-month,No,Yes,No,8332-KRDKV,0
Yes,No,Male,No,"(48.4, 58.45]",Yes,No,Yes,Mailed check,DSL,"(43.2, 50.4]",No,No internet service,No,Two year,No,No,Yes,5052-WFWSZ,0
Yes,No,Female,No,"(68.5, 78.55]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(21.6, 28.8]",No,No internet service,No,Two year,No,Yes,Yes,1047-NCOYO,0
No,No,Female,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Mailed check,Fiber optic,"(21.6, 28.8]",Yes,No,Yes,Two year,No,Yes,Yes,2363-KFVBB,1
No,Yes,Female,No,"(88.6, 98.65]",Yes,No,Yes,Electronic check,Fiber optic,"(-0.073, 7.2]",Yes,No,Yes,Month-to-month,No,Yes,No,1003-YGXKN,1
No,Yes,Male,No internet service,"(18.148999999999997, 28.3]",No internet service,No,Yes,Mailed check,No,"(-0.073, 7.2]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,8122-UOLGY,1
No,No,Male,Yes,"(88.6, 98.65]",Yes,No,Yes,Credit card (automatic),Fiber optic,"(36.0, 43.2]",No,Yes,No,One year,Yes,Yes,No,5404-QMDWJ,0
Yes,No,Male,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Mailed check,Fiber optic,"(64.8, 72.0]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,1451-HASNV,0
Yes,No,Male,Yes,"(98.65, 108.7]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",No,No,Yes,Two year,Yes,Yes,No,1773-GDMTP,0
No,No,Female,No internet service,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Mailed check,No,"(57.6, 64.8]",No internet service,No internet service,No internet service,Two year,No internet service,No,No,6705-UOLFG,0
No,No,Male,No,"(58.45, 68.5]",No,Yes,Yes,Mailed check,DSL,"(50.4, 57.6]",No,Yes,Yes,One year,No,Yes,No,2229-MZOMC,0
No,No,Male,Yes,"(38.35, 48.4]",Yes,No phone service,No,Bank transfer (automatic),DSL,"(21.6, 28.8]",Yes,No internet service,No,Two year,No,Yes,No,8796-YWNSN,0
Yes,Yes,Male,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(14.4, 21.6]",Yes,No,Yes,Two year,No,Yes,No,5867-JFVAK,1
Yes,Yes,Male,No internet service,"(78.55, 88.6]",No,Yes,Yes,Credit card (automatic),Fiber optic,"(64.8, 72.0]",No,No,No,Two year,Yes,Yes,No,6164-VHPNS,0
No,No,Female,Yes,"(108.7, 118.75]",Yes,Yes,Yes,Credit card (automatic),Fiber optic,"(43.2, 50.4]",Yes,No,Yes,One year,Yes,Yes,Yes,3159-ZYIQW,0
Yes,Yes,Female,No,"(88.6, 98.65]",No,Yes,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",No,Yes,Yes,Two year,Yes,No,No,4215-USBQP,0
No,Yes,Male,Yes,"(108.7, 118.75]",No,Yes,Yes,Mailed check,Fiber optic,"(7.2, 14.4]",Yes,Yes,Yes,Two year,Yes,Yes,Yes,6202-FKGFB,0
Yes,Yes,Female,No,"(88.6, 98.65]",Yes,Yes,Yes,Bank transfer (automatic),Fiber optic,"(-0.073, 7.2]",Yes,No,No,Month-to-month,No,Yes,Yes,5896-ZAKXM,1
No,Yes,Male,No,"(28.3, 38.35]",Yes,No phone service,No,Credit card (automatic),DSL,"(7.2, 14.4]",No,No,No,One year,No,Yes,Yes,4216-EAXUR,0
Yes,Yes,Male,No internet service,"(38.35, 48.4]",No,No,Yes,Credit card (automatic),DSL,"(50.4, 57.6]",No,No,No,One year,No,No,No,0240-SSQCT,1
No,Yes,Male,No,"(48.4, 58.45]",No,Yes,Yes,Electronic check,DSL,"(14.4, 21.6]",No,No,No,One year,No,No,No,1381-IKAYD,1
No,No,Female,No internet service,"(68.5, 78.55]",No,No,Yes,Electronic check,Fiber optic,"(57.6, 64.8]",No,No,Yes,One year,No,No,No,3476-IQQUK,1
Yes,Yes,Male,No,"(58.45, 68.5]",No,Yes,Yes,Credit card (automatic),DSL,"(50.4, 57.6]",Yes,No,No,Two year,Yes,No,No,3870-USLHB,0
No,Yes,Male,No,"(58.45, 68.5]",Yes,No,Yes,Credit card (automatic),DSL,"(28.8, 36.0]",No,No,Yes,One year,Yes,No,No,6832-IEQZT,0
No,No,Female,Yes,"(88.6, 98.65]",No,Yes,Yes,Bank transfer (automatic),Fiber optic,"(14.4, 21.6]",No,Yes,Yes,One year,No,Yes,No,8944-CQQKQ,0
