gender,Partner,Contract,DeviceProtection,OnlineBackup,StreamingMovies,InternetService,TechSupport,tenure_bins,StreamingTV,PaymentMethod,PaperlessBilling,monthly_charges_bins,OnlineSecurity,PhoneService,MultipleLines,SeniorCitizen,Dependents,customerID,Churn
Female,No,Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,"(7.2, 14.4]",No,Electronic check,Yes,"(88.6, 98.65]",No,Yes,No,No,No,4250-NSHPN,0
Male,No,Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,"(7.2, 14.4]",Yes,Electronic check,Yes,"(108.7, 118.75]",No,Yes,Yes,Yes,No,9151-XTJNH,0
Male,Yes,Month-to-month,Yes,Yes,No,Fiber optic,No,"(14.4, 21.6]",No,Credit card (automatic),No,"(88.6, 98.65]",Yes,Yes,Yes,No,No,5552-XANZD,0
Female,Yes,Month-to-month,Yes,No,No,Fiber optic,Yes,"(36.0, 43.2]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,Yes,No,Yes,0922-AUTFS,0
Male,No,Month-to-month,No,Yes,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(48.4, 58.45]",No,Yes,No,No,No,7300-WHWWW,0
Female,Yes,One year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",Yes,Credit card (automatic),Yes,"(98.65, 108.7]",No,Yes,Yes,No,Yes,9076-APWOV,0
Female,Yes,Month-to-month,No,No,No,DSL,Yes,"(14.4, 21.6]",No,Credit card (automatic),Yes,"(48.4, 58.45]",Yes,Yes,No,No,Yes,9812-KWQJI,0
Female,Yes,Month-to-month,Yes,No,Yes,Fiber optic,No,"(14.4, 21.6]",Yes,Bank transfer (automatic),No,"(98.65, 108.7]",Yes,Yes,No,No,Yes,2206-VQJTA,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,5220-NAIKZ,0
Female,Yes,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,8488-GIWYR,0
Male,Yes,Two year,Yes,No,Yes,DSL,Yes,"(43.2, 50.4]",No,Credit card (automatic),No,"(68.5, 78.55]",Yes,Yes,Yes,Yes,No,3516-UPUGY,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,1393-IVDFL,0
Male,Yes,Two year,Yes,No,No,DSL,Yes,"(64.8, 72.0]",No,Mailed check,No,"(38.35, 48.4]",Yes,No,No phone service,No,Yes,5531-NSHWH,0
Female,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",No,Credit card (automatic),Yes,"(78.55, 88.6]",No,Yes,Yes,No,No,2957-YPDWN,0
Female,No,Month-to-month,No,No,No,DSL,Yes,"(21.6, 28.8]",No,Credit card (automatic),No,"(48.4, 58.45]",Yes,Yes,No,No,No,0047-PJXQF,0
Female,No,One year,No,No,Yes,Fiber optic,No,"(50.4, 57.6]",Yes,Credit card (automatic),No,"(78.55, 88.6]",No,Yes,No,No,No,7081-AATLP,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,4792-GSNNH,0
Male,Yes,One year,Yes,Yes,No,Fiber optic,No,"(57.6, 64.8]",Yes,Electronic check,No,"(88.6, 98.65]",No,Yes,No,No,Yes,5808-BMPAE,0
Male,Yes,Two year,Yes,Yes,Yes,DSL,No,"(64.8, 72.0]",Yes,Bank transfer (automatic),No,"(78.55, 88.6]",No,Yes,Yes,No,No,1804-OGGHR,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,8737-SWZZZ,0
Female,No,One year,No,Yes,No,Fiber optic,Yes,"(64.8, 72.0]",No,Electronic check,Yes,"(88.6, 98.65]",Yes,Yes,Yes,No,No,2632-RHBBA,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(28.8, 36.0]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,9621-TQELA,0
Male,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(14.4, 21.6]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,8940-YBSIU,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,No,No,6826-JXWJZ,0
Male,Yes,Month-to-month,No,No,No,DSL,No,"(21.6, 28.8]",No,Electronic check,No,"(48.4, 58.45]",Yes,Yes,Yes,No,Yes,2100-XPGOR,0
Male,No,Month-to-month,No,Yes,No,DSL,No,"(14.4, 21.6]",No,Electronic check,No,"(48.4, 58.45]",No,Yes,Yes,No,No,3173-CSVEL,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(78.55, 88.6]",No,Yes,Yes,No,No,3337-CWDMM,0
Male,No,Month-to-month,Yes,No,No,DSL,Yes,"(-0.073, 7.2]",Yes,Bank transfer (automatic),No,"(58.45, 68.5]",No,Yes,No,No,No,1072-MMCZJ,0
Male,No,Month-to-month,Yes,No,No,DSL,No,"(7.2, 14.4]",No,Electronic check,No,"(48.4, 58.45]",No,Yes,Yes,No,No,8307-PNTBR,0
Male,Yes,Month-to-month,No,Yes,Yes,Fiber optic,No,"(36.0, 43.2]",Yes,Electronic check,No,"(98.65, 108.7]",No,Yes,Yes,Yes,Yes,4722-YTXJN,0
Female,No,One year,Yes,No,Yes,Fiber optic,No,"(50.4, 57.6]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,2506-AMNFJ,0
Female,No,One year,Yes,No,No,DSL,Yes,"(43.2, 50.4]",Yes,Credit card (automatic),Yes,"(68.5, 78.55]",Yes,Yes,No,No,Yes,3839-WBUBS,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,4178-NXAVM,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Bank transfer (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,3480-IGGDO,0
Male,No,Month-to-month,No,No,No,Fiber optic,Yes,"(-0.073, 7.2]",No,Mailed check,Yes,"(78.55, 88.6]",Yes,Yes,No,No,No,9787-GYWZK,0
Female,No,Month-to-month,Yes,Yes,Yes,DSL,No,"(28.8, 36.0]",Yes,Bank transfer (automatic),Yes,"(58.45, 68.5]",Yes,No,No phone service,Yes,No,0946-WPDHX,0
Female,No,Month-to-month,Yes,Yes,Yes,Fiber optic,Yes,"(-0.073, 7.2]",No,Bank transfer (automatic),Yes,"(88.6, 98.65]",Yes,Yes,No,No,No,6793-WFGHK,0
Male,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(50.4, 57.6]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,2877-NULLH,0
Male,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(43.2, 50.4]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Yes,No,3362-LTUEH,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(57.6, 64.8]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,6524-WTCPN,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,8179-ULPEV,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,0762-CGMKF,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(14.4, 21.6]",Yes,Electronic check,No,"(78.55, 88.6]",No,Yes,No,No,No,6184-UXIVH,0
Male,Yes,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,No,"(68.5, 78.55]",No,Yes,No,Yes,No,5280-VDPQI,0
Female,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(28.8, 36.0]",No internet service,Electronic check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,9836-CYONX,0
Male,No,Month-to-month,No,No,Yes,Fiber optic,Yes,"(7.2, 14.4]",Yes,Electronic check,No,"(98.65, 108.7]",No,Yes,Yes,No,No,1978-TTENF,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,9900-SHYQY,0
Male,Yes,Month-to-month,No,Yes,No,Fiber optic,No,"(43.2, 50.4]",Yes,Credit card (automatic),Yes,"(78.55, 88.6]",No,Yes,No,No,No,8701-AOSSX,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(50.4, 57.6]",No internet service,Credit card (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,0791-RWGKH,0
Male,Yes,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(108.7, 118.75]",No,Yes,Yes,No,Yes,7561-YTZSD,0
Female,No,One year,Yes,Yes,Yes,Fiber optic,Yes,"(43.2, 50.4]",No,Bank transfer (automatic),No,"(98.65, 108.7]",Yes,Yes,Yes,Yes,No,7416-KWPMZ,0
Female,Yes,Month-to-month,Yes,Yes,Yes,DSL,No,"(36.0, 43.2]",Yes,Credit card (automatic),No,"(48.4, 58.45]",No,No,No phone service,Yes,No,3145-ANHFZ,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(28.8, 36.0]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,8293-BBRZB,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,5685-QWQBI,1
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,1940-HGCDF,0
Male,No,Two year,No,No,Yes,DSL,Yes,"(7.2, 14.4]",No,Mailed check,Yes,"(38.35, 48.4]",Yes,No,No phone service,No,Yes,7244-ZFECG,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,6519-APECX,0
Female,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,5977-BVBYK,0
Male,Yes,Two year,No,Yes,Yes,DSL,Yes,"(57.6, 64.8]",Yes,Mailed check,Yes,"(78.55, 88.6]",Yes,Yes,No,No,No,5390-DZCPW,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(36.0, 43.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,9693-UFXZZ,0
Male,No,Month-to-month,Yes,Yes,Yes,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,Yes,No,3644-CEWNK,0
Female,Yes,One year,No internet service,No internet service,No internet service,No,No internet service,"(7.2, 14.4]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,3974-JNUBD,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,3263-HWDUP,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,No,"(18.148999999999997, 28.3]",No,No,No phone service,No,No,9909-MDCUN,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,8091-GBNWS,0
Female,No,Month-to-month,No,Yes,Yes,Fiber optic,No,"(36.0, 43.2]",Yes,Bank transfer (automatic),Yes,"(98.65, 108.7]",Yes,Yes,Yes,Yes,No,1066-EXNIT,0
Female,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(43.2, 50.4]",Yes,Mailed check,Yes,"(98.65, 108.7]",Yes,Yes,Yes,No,No,6392-STCJP,0
Female,No,Two year,No,Yes,No,DSL,Yes,"(14.4, 21.6]",Yes,Credit card (automatic),No,"(68.5, 78.55]",Yes,Yes,No,No,No,5124-JCKXI,0
Female,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(43.2, 50.4]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,0704-WARTH,0
Male,Yes,Month-to-month,No,No,No,DSL,Yes,"(-0.073, 7.2]",No,Electronic check,Yes,"(28.3, 38.35]",No,No,No phone service,No,No,5589-MNDRG,0
Male,No,Month-to-month,Yes,Yes,No,Fiber optic,No,"(28.8, 36.0]",No,Credit card (automatic),Yes,"(78.55, 88.6]",No,Yes,No,No,No,8322-EYWWJ,0
Female,Yes,Month-to-month,No,Yes,No,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,Yes,3624-RDIPB,0
Female,No,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",No,Bank transfer (automatic),Yes,"(78.55, 88.6]",No,Yes,No,No,No,2449-KAZAI,0
Male,Yes,Two year,Yes,No,No,DSL,Yes,"(36.0, 43.2]",Yes,Credit card (automatic),No,"(38.35, 48.4]",Yes,No,No phone service,No,Yes,0251-AXQXF,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,Yes,No,6259-CYMPV,0
Female,No,Two year,Yes,No,Yes,DSL,Yes,"(57.6, 64.8]",Yes,Credit card (automatic),No,"(78.55, 88.6]",Yes,Yes,Yes,No,No,0936-AXADL,0
Female,Yes,Month-to-month,Yes,Yes,No,Fiber optic,No,"(-0.073, 7.2]",Yes,Mailed check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,Yes,5445-UKLMO,0
Male,Yes,Month-to-month,No,Yes,Yes,Fiber optic,No,"(28.8, 36.0]",Yes,Mailed check,Yes,"(88.6, 98.65]",No,Yes,No,Yes,Yes,9452-EYSER,0
Male,Yes,Two year,Yes,Yes,No,Fiber optic,No,"(43.2, 50.4]",Yes,Bank transfer (automatic),Yes,"(88.6, 98.65]",Yes,Yes,Yes,No,No,4485-ZRFFI,0
Female,Yes,Month-to-month,Yes,Yes,Yes,Fiber optic,No,"(36.0, 43.2]",No,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,Yes,3251-EIZDO,0
Female,Yes,One year,Yes,No,Yes,Fiber optic,No,"(50.4, 57.6]",Yes,Credit card (automatic),Yes,"(98.65, 108.7]",No,Yes,Yes,No,Yes,5443-QAZOT,0
Female,Yes,One year,No,Yes,Yes,DSL,Yes,"(50.4, 57.6]",Yes,Credit card (automatic),Yes,"(78.55, 88.6]",No,Yes,Yes,No,No,6553-SSVOP,0
Female,No,Month-to-month,No,No,Yes,Fiber optic,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,Yes,No,8077-KGXWA,0
Male,No,Month-to-month,No,Yes,No,Fiber optic,No,"(7.2, 14.4]",No,Bank transfer (automatic),Yes,"(78.55, 88.6]",No,Yes,Yes,No,No,7016-PYALC,0
Female,Yes,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,0479-GSUSP,0
Male,No,Month-to-month,No,No,Yes,Fiber optic,No,"(50.4, 57.6]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,6622-XSMJL,0
Female,No,Month-to-month,Yes,Yes,Yes,Fiber optic,No,"(57.6, 64.8]",Yes,Credit card (automatic),No,"(98.65, 108.7]",Yes,Yes,Yes,No,No,4215-JYQJN,0
Male,No,One year,Yes,Yes,Yes,Fiber optic,Yes,"(43.2, 50.4]",Yes,Credit card (automatic),No,"(108.7, 118.75]",Yes,Yes,Yes,No,No,6546-SFIWF,0
Female,Yes,Month-to-month,No,Yes,No,Fiber optic,No,"(28.8, 36.0]",No,Mailed check,Yes,"(78.55, 88.6]",No,Yes,Yes,Yes,Yes,9468-RJWHN,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(43.2, 50.4]",No internet service,Credit card (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,Yes,6589-BMTVD,0
Male,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,6423-FNZSR,0
Female,No,Two year,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,8002-YABKW,0
Male,Yes,Two year,Yes,Yes,No,DSL,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(78.55, 88.6]",Yes,Yes,Yes,No,Yes,7282-TXFIZ,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(18.148999999999997, 28.3]",No,No,No phone service,Yes,No,8543-NQIZD,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Bank transfer (automatic),Yes,"(68.5, 78.55]",No,Yes,Yes,No,No,0615-QQMRG,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,Yes,No,3718-RYHBZ,0
Male,Yes,Month-to-month,No,No,No,Fiber optic,No,"(28.8, 36.0]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,Yes,Yes,No,7733-UDSAH,0
Male,No,Two year,Yes,No,No,Fiber optic,Yes,"(64.8, 72.0]",No,Credit card (automatic),Yes,"(78.55, 88.6]",No,Yes,Yes,No,No,0248-OYVAT,0
Male,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Bank transfer (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,7639-DBLJQ,0
Female,Yes,Month-to-month,Yes,No,Yes,Fiber optic,Yes,"(14.4, 21.6]",Yes,Electronic check,Yes,"(108.7, 118.75]",Yes,Yes,Yes,No,Yes,4047-PQVZF,0
Female,Yes,One year,Yes,No,Yes,Fiber optic,No,"(36.0, 43.2]",Yes,Bank transfer (automatic),Yes,"(98.65, 108.7]",Yes,Yes,Yes,Yes,No,8045-BBWOL,0
Female,Yes,Two year,Yes,No,Yes,DSL,Yes,"(64.8, 72.0]",No,Electronic check,Yes,"(38.35, 48.4]",No,No,No phone service,No,No,7474-SGSSV,0
Male,No,Two year,No,Yes,No,DSL,Yes,"(64.8, 72.0]",No,Bank transfer (automatic),Yes,"(58.45, 68.5]",Yes,Yes,Yes,Yes,No,2561-RMIZC,0
Male,No,One year,Yes,No,No,Fiber optic,No,"(14.4, 21.6]",Yes,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,No,No,1759-ZMIMJ,0
Male,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",Yes,Electronic check,Yes,"(78.55, 88.6]",No,Yes,No,No,No,2469-YRQSB,0
Male,No,Two year,Yes,Yes,Yes,DSL,Yes,"(43.2, 50.4]",Yes,Credit card (automatic),No,"(78.55, 88.6]",No,Yes,No,No,No,3828-ZFKDH,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(64.8, 72.0]",No internet service,Bank transfer (automatic),Yes,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,No,2160-ARZRN,0
Male,Yes,One year,No,No,Yes,DSL,Yes,"(21.6, 28.8]",Yes,Mailed check,No,"(78.55, 88.6]",Yes,Yes,Yes,No,No,9544-BBPRL,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,No,"(38.35, 48.4]",No,Yes,No,No,No,1431-JQEHS,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(7.2, 14.4]",No internet service,Mailed check,Yes,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,5460-BHEGJ,0
Male,Yes,Two year,Yes,Yes,No,DSL,Yes,"(64.8, 72.0]",No,Bank transfer (automatic),Yes,"(58.45, 68.5]",Yes,Yes,Yes,No,No,5286-UKRRB,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Electronic check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,5118-YIMCJ,0
Male,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(14.4, 21.6]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,6315-QDAFI,0
Female,No,Month-to-month,No,Yes,No,Fiber optic,No,"(21.6, 28.8]",No,Bank transfer (automatic),Yes,"(78.55, 88.6]",Yes,Yes,No,No,No,6113-DGZJA,0
Female,Yes,Month-to-month,No,Yes,No,DSL,No,"(28.8, 36.0]",No,Electronic check,Yes,"(28.3, 38.35]",Yes,No,No phone service,No,Yes,4162-ATKUZ,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Mailed check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,4892-HHNXZ,0
Female,No,One year,No,No,No,DSL,No,"(36.0, 43.2]",Yes,Bank transfer (automatic),No,"(58.45, 68.5]",Yes,Yes,Yes,No,No,1176-ZIJPL,0
Female,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(64.8, 72.0]",Yes,Mailed check,No,"(88.6, 98.65]",Yes,Yes,Yes,No,Yes,9103-OVHWW,0
Female,Yes,One year,No,Yes,Yes,DSL,No,"(36.0, 43.2]",Yes,Bank transfer (automatic),No,"(68.5, 78.55]",Yes,Yes,No,No,Yes,8212-BVSZE,0
Male,Yes,One year,Yes,No,Yes,Fiber optic,No,"(57.6, 64.8]",Yes,Credit card (automatic),No,"(98.65, 108.7]",No,Yes,Yes,No,No,4302-TCOLJ,0
Male,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",Yes,Mailed check,No,"(48.4, 58.45]",No,Yes,No,No,No,6534-WIHXU,0
Male,Yes,Month-to-month,No,No,No,DSL,No,"(7.2, 14.4]",No,Bank transfer (automatic),No,"(38.35, 48.4]",No,Yes,No,No,Yes,7688-IAMQZ,0
Female,No,Month-to-month,No,No,Yes,Fiber optic,No,"(14.4, 21.6]",Yes,Electronic check,Yes,"(88.6, 98.65]",No,Yes,Yes,Yes,No,9441-PYIDT,0
Male,Yes,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Mailed check,No,"(68.5, 78.55]",No,Yes,No,Yes,No,2158-WEPIM,0
Male,No,One year,No internet service,No internet service,No internet service,No,No internet service,"(50.4, 57.6]",No internet service,Bank transfer (automatic),No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,Yes,No,7145-CYXMU,0
Male,No,One year,Yes,No,No,DSL,Yes,"(-0.073, 7.2]",No,Credit card (automatic),Yes,"(28.3, 38.35]",No,No,No phone service,No,No,4138-HSPLE,0
Female,Yes,Two year,No internet service,No internet service,No internet service,No,No internet service,"(21.6, 28.8]",No internet service,Electronic check,No,"(18.148999999999997, 28.3]",No internet service,Yes,Yes,No,Yes,8695-AADFC,0
Female,No,Month-to-month,No,No,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(48.4, 58.45]",No,Yes,Yes,No,No,0224-GYYMV,0
Male,Yes,One year,Yes,Yes,Yes,DSL,Yes,"(57.6, 64.8]",No,Credit card (automatic),No,"(78.55, 88.6]",Yes,Yes,Yes,No,No,6183-YRBVL,0
Male,Yes,Month-to-month,No,No,Yes,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,No,"(88.6, 98.65]",No,Yes,No,No,Yes,6845-YXWWU,0
Female,No,Month-to-month,Yes,No,Yes,DSL,No,"(21.6, 28.8]",Yes,Electronic check,Yes,"(38.35, 48.4]",No,No,No phone service,No,No,2901-CKQQG,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(-0.073, 7.2]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,6004-YRZKH,0
Female,No,Month-to-month,No,No,No,Fiber optic,No,"(-0.073, 7.2]",No,Bank transfer (automatic),No,"(68.5, 78.55]",No,Yes,No,No,No,9129-IQLJR,0
Male,Yes,Two year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Bank transfer (automatic),Yes,"(108.7, 118.75]",Yes,Yes,Yes,Yes,No,7592-FWQVN,0
Male,No,Month-to-month,Yes,Yes,Yes,Fiber optic,No,"(7.2, 14.4]",Yes,Electronic check,Yes,"(98.65, 108.7]",No,Yes,Yes,No,No,1123-UAQNP,0
Female,Yes,Two year,Yes,Yes,Yes,Fiber optic,No,"(64.8, 72.0]",No,Credit card (automatic),Yes,"(88.6, 98.65]",No,Yes,Yes,No,Yes,0276-IGCJL,0
Male,No,One year,Yes,No,Yes,DSL,No,"(-0.073, 7.2]",Yes,Mailed check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,8859-JDIEE,0
Female,Yes,Two year,Yes,Yes,Yes,DSL,Yes,"(28.8, 36.0]",Yes,Credit card (automatic),Yes,"(88.6, 98.65]",Yes,Yes,Yes,No,Yes,9147-YVJEI,0
Female,No,Month-to-month,No,No,No,DSL,No,"(14.4, 21.6]",Yes,Electronic check,Yes,"(38.35, 48.4]",Yes,No,No phone service,No,No,9836-IAAAY,0
Female,No,Month-to-month,No internet service,No internet service,No internet service,No,No internet service,"(7.2, 14.4]",No internet service,Mailed check,No,"(18.148999999999997, 28.3]",No internet service,Yes,No,No,No,9735-JYGPC,0
Female,No,One year,Yes,Yes,Yes,Fiber optic,Yes,"(64.8, 72.0]",Yes,Credit card (automatic),No,"(108.7, 118.75]",Yes,Yes,Yes,No,No,5769-BHWOL,0
Male,No,Month-to-month,No,No,No,Fiber optic,Yes,"(7.2, 14.4]",No,Electronic check,Yes,"(68.5, 78.55]",No,Yes,No,No,No,6966-XMKJF,0
Female,No,Month-to-month,No,Yes,No,DSL,No,"(-0.073, 7.2]",No,Electronic check,Yes,"(48.4, 58.45]",No,Yes,No,No,No,4677-MOIDD,0
Female,No,Month-to-month,No,Yes,No,DSL,No,"(7.2, 14.4]",No,Electronic check,Yes,"(48.4, 58.45]",No,Yes,No,No,No,0145-INFNK,0
