,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
1861,a3e09a72-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,3,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,243.1173308396092,1,M12
1862,a3e0a99a-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Credit card (automatic),39.69375109831881,243.1173308396092,1,M12
1864,a3e0c7b8-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,3,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1865,a3e0d6f4-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,3,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,No,Mailed check,39.69375109831881,243.1173308396092,0,M12
1868,a3e108fe-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,39.69375109831881,243.1173308396092,1,M12
1872,a3e1451c-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,3,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1873,a3e15408-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.69375109831881,243.1173308396092,0,M12
1875,a3e17212-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,3,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1881,a3e1cf50-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,3,Yes,No phone service,No,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1883,a3e1ed64-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,3,No,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1885,a3e20bc8-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,39.69375109831881,243.1173308396092,0,M12
1886,a3e21afa-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.69375109831881,243.1173308396092,0,M12
1887,a3e22a22-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,39.69375109831881,243.1173308396092,0,M12
1891,a3e265f0-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,3,Yes,No,No,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),39.69375109831881,243.1173308396092,0,M12
1892,a3e27892-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,39.69375109831881,243.1173308396092,0,M12
1893,a3e2877e-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1894,a3e29674-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.69375109831881,243.1173308396092,0,M12
1895,a3e2a57e-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1897,a3e2c3b0-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,3,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),39.69375109831881,243.1173308396092,0,M12
1900,a3e2f0ce-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,3,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,243.1173308396092,1,M12
1902,a3e30ee2-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,3,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,39.69375109831881,243.1173308396092,1,M12
1903,a3e31dce-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,3,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Mailed check,39.69375109831881,243.1173308396092,1,M12
1904,a3e32cc4-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.69375109831881,243.1173308396092,1,M12
1905,a3e33bba-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,3,No,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,243.1173308396092,0,M12
1908,a3e36c98-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,3,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,39.69375109831881,243.1173308396092,0,M12
1911,a3e3998e-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,3,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,243.1173308396092,0,M12
1912,a3e3a8b6-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,243.1173308396092,0,M12
1917,a3e3f42e-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,39.69375109831881,243.1173308396092,0,M12
1920,a3e42390-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,39.69375109831881,243.1173308396092,0,M12
1922,a3e44190-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.69375109831881,243.1173308396092,0,M12
1924,a3e45f7c-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,3,Yes,No phone service,DSL,No,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),39.69375109831881,243.1173308396092,0,M12
1926,a3e47d68-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),39.69375109831881,243.1173308396092,0,M12
1927,a3e48c86-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,3,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,243.1173308396092,0,M12
0,a44cecfe-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
1,a44d052c-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,Yes,2,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
2,a44d1c9c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
3,a44d33a8-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
6,a44d78c2-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
7,a44d8ff6-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
8,a44da70c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,No,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
9,a44dbe54-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,No,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
11,a44dec44-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
12,a44e031e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
13,a44e19c6-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
14,a44e30dc-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
16,a44e5ce2-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,2,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Two year,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
17,a44e72c2-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
18,a44e88ca-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
19,a44e9ed2-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,No,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
21,a44ecab0-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
24,a44f0cb4-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
25,a44f22b2-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
27,a44f4eb8-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,2,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
28,a44f64a2-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,Yes,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
30,a44f9094-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
31,a44fa688-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,No,No,No internet service,No,No,No,No,Two year,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
34,a44fe97c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
35,a44fff66-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
38,a4504174-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
39,a450577c-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
40,a4506d8e-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,Yes,2,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
41,a450836e-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,No,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
42,a450996c-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
43,a450af60-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
44,a450c55e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,No,Yes,No internet service,No,No,Yes,No,One year,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
46,a450f182-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
48,a4511de2-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
49,a4513426-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,No,No,Yes,No,No,No,No internet service,No internet service,Two year,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
50,a45149fc-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
51,a451602c-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,1,M12
52,a45176c0-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
53,a4518cf0-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
55,a451b96e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
57,a451eb3c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
58,a4520176-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
60,a4522dc2-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
61,a45243fc-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
62,a45259f0-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
63,a4526fda-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
64,a4528632-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
66,a452b242-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
67,a452c7d2-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
69,a452f39c-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
70,a453099a-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
71,a453259c-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
73,a4535580-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
74,a4536d54-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No,Two year,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
76,a4539fae-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
78,a453caf6-6d2c-11ec-b8fe-acde48001122,Female,No,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,1,M12
79,a453e0d6-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,Yes,2,Yes,No,No,No,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
80,a453f5bc-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,1,M12
81,a4540ac0-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
82,a4541fb0-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,39.69375109831881,66.2768832191453,0,M12
83,a4543478-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
84,a4544954-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
85,a4545dfe-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,2,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,Yes,Mailed check,39.69375109831881,66.2768832191453,0,M12
86,a45472ee-6d2c-11ec-b8fe-acde48001122,Male,Yes,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
87,a4548798-6d2c-11ec-b8fe-acde48001122,Male,No,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
88,a4549bb6-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
90,a454c3de-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,2,Yes,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
91,a454d824-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,39.69375109831881,66.2768832191453,1,M12
92,a454f12e-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,0,M12
93,a4550614-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
94,a4551afa-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
95,a4552ec8-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
96,a45542dc-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,Yes,2,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
98,a4556a28-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
99,a4557db0-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
100,a455911a-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
101,a455a4d4-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
103,a455cb76-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
104,a455decc-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,39.69375109831881,66.2768832191453,1,M12
105,a455f146-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
106,a4560424-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
108,a45629e0-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,1,M12
109,a4563bba-6d2c-11ec-b8fe-acde48001122,Male,No,No,No,2,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
110,a4564dc6-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
112,a45670ee-6d2c-11ec-b8fe-acde48001122,Female,No,No,Yes,2,Yes,Yes,No,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,1,M12
114,a45692e0-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
115,a456a3f2-6d2c-11ec-b8fe-acde48001122,Female,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
116,a456b482-6d2c-11ec-b8fe-acde48001122,Male,No,Yes,No,2,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
117,a456c530-6d2c-11ec-b8fe-acde48001122,Female,No,Yes,No,2,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),39.69375109831881,66.2768832191453,0,M12
118,a456d55c-6d2c-11ec-b8fe-acde48001122,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,39.69375109831881,66.2768832191453,0,M12
119,a456e72c-6d2c-11ec-b8fe-acde48001122,Female,Yes,No,Yes,2,Yes,Yes,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),39.69375109831881,66.2768832191453,0,M12
