,Contract,Dependents,DeviceProtection,InternetService,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,gender,Churn,percent,combined,t_hash
0,Month-to-month,No,No internet service,No,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,Male,18,0.009630818619582664,Month-to-month|No|No internet service|No|No|No internet service|No internet service|No|No|Mailed check|Yes|No|No internet service|No internet service|No internet service|Male,053c2b2b4bd2383e4c2e82940617e5a60c9ebf7eefbf1f16a7db074a15bb6536
572,One year,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,One year|Yes|Yes|Fiber optic|Yes|No|Yes|Yes|Yes|Mailed check|Yes|No|Yes|Yes|No|Female,5b3495246262c60fe1ea9ef01e71ff1e735a78ff31417f14eadfa15bd0c5c8ac
573,Two year,No,No,Fiber optic,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,Male,1,0.0005350454788657035,Two year|No|No|Fiber optic|Yes|No|Yes|Yes|No|Credit card (automatic)|Yes|No|Yes|Yes|Yes|Male,51ac27cc845e9c0c3189397985ab1d520e2fa6871892d3fcb5483f10b1a389ef
574,Two year,No,Yes,DSL,No,No,No,No,No,Credit card (automatic),Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Two year|No|Yes|DSL|No|No|No|No|No|Credit card (automatic)|Yes|No|No|No|Yes|Female,ca7913a0ca24bb4dbcbc5069d3b38bfb1a0aef180f914b766df6f4d587f9e09b
575,Two year,No,No internet service,No,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,Male,1,0.0005350454788657035,Two year|No|No internet service|No|Yes|No internet service|No internet service|Yes|Yes|Credit card (automatic)|Yes|No|No internet service|No internet service|No internet service|Male,f36dc577d520b12fdb008044ce39e41d2735ff76264435bc71619e8da35a3185
576,Two year,No,No internet service,No,Yes,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,Female,1,0.0005350454788657035,Two year|No|No internet service|No|Yes|No internet service|No internet service|No|No|Credit card (automatic)|Yes|No|No internet service|No internet service|No internet service|Female,1442955e3314e105c0910a5698507dad0a83592090a8e36d76d3caf283c7605b
577,Two year,No,No internet service,No,No,No internet service,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,Male,1,0.0005350454788657035,Two year|No|No internet service|No|No|No internet service|No internet service|No|No|Mailed check|Yes|No|No internet service|No internet service|No internet service|Male,0a32187168cf25e5168ad1ab03ced6daa53b3d84153f0d3d74f0e5741e3279c6
578,Two year,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,Female,1,0.0005350454788657035,Two year|No|No|Fiber optic|Yes|Yes|Yes|Yes|No|Electronic check|Yes|No|Yes|Yes|Yes|Female,5ba426f12c2f310c9629deb20772b667c08d385a026b2bf77bcbe5f152fb137a
579,Two year,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,Yes,Yes,Male,1,0.0005350454788657035,Two year|No|No|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|No|Yes|Yes|Male,f2486e823027b5e0bb904df71b029c4170eaba30f0fbc354878aa5583fe0aa6b
580,Two year,No,No,Fiber optic,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Two year|No|No|Fiber optic|Yes|No|No|Yes|Yes|Bank transfer (automatic)|Yes|No|Yes|Yes|No|Female,d8ed035e7534491fbcf71041be1bd9fae5b8b1d0006bed87c15adeca577161f2
581,One year,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,One year|Yes|Yes|Fiber optic|Yes|Yes|No|No|Yes|Electronic check|Yes|No|No|No|No|Male,01774a5045d2045ddcda8d3032fa4a14df2a1fb1ae9cd8151beebeb43fa9dd96
582,Two year,No,No,DSL,No phone service,Yes,No,No,Yes,Electronic check,No,No,Yes,Yes,No,Male,1,0.0005350454788657035,Two year|No|No|DSL|No phone service|Yes|No|No|Yes|Electronic check|No|No|Yes|Yes|No|Male,f3ca8bc726ccd2b42d1e7b4aa9fb6874ad49f57f3488bc250debd3e60040d6e0
583,Two year,No,No,DSL,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,Yes,No,Yes,Yes,Female,1,0.0005350454788657035,Two year|No|No|DSL|No|Yes|Yes|Yes|No|Credit card (automatic)|Yes|Yes|No|Yes|Yes|Female,6be252a75b841e6ec7e7e53d666cb9236afa0bb083cc287ac9f2abceb41c2eea
584,One year,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,One year|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Male,384677c145fe03f5ff5503b4ae768853138f520b8175882a4b1ac01fe688c0ad
585,One year,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,Male,1,0.0005350454788657035,One year|Yes|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|Yes|Yes|Yes|Yes|Male,b4e0c992c4f60250d0fd772ed4627c829ffd443d4c491a780f772be88591789e
586,One year,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,One year|Yes|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|No|No|Yes|Female,3e91ae40a7110dbb9636d47d63746960e7f2f95b45f34a83a9d1cc91be015cda
587,One year,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,One year|Yes|Yes|Fiber optic|Yes|Yes|No|Yes|Yes|Credit card (automatic)|Yes|No|Yes|Yes|No|Female,a0e1031bd7ecff0fc6a2fc1952674653edf6819412d79d20baaf4ec33bf5f4cf
588,One year,No,Yes,DSL,Yes,No,Yes,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,Male,1,0.0005350454788657035,One year|No|Yes|DSL|Yes|No|Yes|No|Yes|Electronic check|Yes|No|Yes|Yes|Yes|Male,ef53cdce8992dff45e863232f1343731fa557449b5498a744930d0e351242e87
589,One year,No,Yes,DSL,Yes,No,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,One year|No|Yes|DSL|Yes|No|No|Yes|Yes|Mailed check|Yes|No|Yes|Yes|No|Male,1004047ba768f755af74202817119cad19eef05d463932f7018b65a155637502
590,One year,No,Yes,DSL,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,One year|No|Yes|DSL|Yes|No|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Male,daa881d1b0278a99e97bf124244efbdf337243d060e3090f4b4337fc78e88d36
591,Month-to-month,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|DSL|Yes|Yes|Yes|No|Yes|Credit card (automatic)|Yes|No|Yes|No|Yes|Female,cedbc80fa3e5d598c1332f8fd840ae64e07bfddc99da20ef3bb170feaff49f67
592,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,No,No,Electronic check,Yes,No,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|No|No|Electronic check|Yes|No|Yes|No|No|Male,27ecb2100839ffaca2bd283a2531e254422cb23430b7ddb89d46ff79d6cfea10
593,Month-to-month,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|Yes|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|Yes|Female,67cdfeb68e32d9a7743d9024a962c12ab3aa0be62e54781dd083033e7f73498b
594,Month-to-month,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|Yes|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Female,d718d95514dc02880e25ab488a5caadb84d1e0d120024ce3f5231f4bdfa36257
595,Month-to-month,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|Yes|No|Yes|Yes|Credit card (automatic)|Yes|No|No|Yes|No|Female,ce02e2faf3a7c91cfd0158d822a8ff1117ed0e85fd96cf2a6c71d1b1bf6943dd
596,Month-to-month,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|Yes|No|Yes|Yes|Bank transfer (automatic)|Yes|No|No|Yes|No|Female,ea30f491ade143b457b941e300af8e008c7c62cff9b43773e10d6e4f205368b2
597,Month-to-month,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|Yes|No|Yes|No|Electronic check|Yes|No|No|Yes|No|Male,d6ed5a9bb394d239235e441d4efc0be4965ad7816bfec143408771148db0aea0
598,Month-to-month,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Electronic check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|Yes|No|No|Yes|Electronic check|Yes|No|No|No|Yes|Female,313df9ff24f1e9917dc4067943503e4d14ea5926b0f72530ad9bada85e52b050
599,Month-to-month,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|Yes|Yes|Yes|Electronic check|Yes|No|No|Yes|No|Male,7c98e6930b3171338e09bfb42d7f3878ae234bf33b747408b8a8759ece098442
600,Month-to-month,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|Yes|Yes|Mailed check|Yes|No|Yes|Yes|No|Male,919f3793ef04f062e0d95d690becccda0af35e829aaa8411d889c52a92323455
601,Month-to-month,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|Yes|Yes|Electronic check|Yes|Yes|Yes|Yes|Yes|Female,d740cd9fe3674e2d4456a410e855f56a09ccb4bdc9b13b51de30ab614c836517
602,Month-to-month,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Female,4fbdfb228d03c1edf46f8249f638c3a491d56740a17d95d9e2c7b9439026b258
603,Month-to-month,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|Yes|Yes|Electronic check|Yes|No|No|No|No|Female,d0a30da6d08fd655fd6aaa4ae2e945b1153513439b689d9fcf7ae3387e53bd74
604,Month-to-month,Yes,Yes,Fiber optic,No,No,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|Yes|No|Bank transfer (automatic)|Yes|No|Yes|Yes|Yes|Female,454f8a779121ed510b5ddeb8a75fa470cdbe32b1b9b15ec261e141473960081f
605,Month-to-month,Yes,Yes,Fiber optic,No,No,No,No,Yes,Mailed check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|No|Yes|Mailed check|Yes|No|Yes|Yes|No|Male,753656537eda1d6b42aff6bd6c22992f3d542ca1f6a7cf9edfb7e05b2d4b88f8
606,Month-to-month,Yes,Yes,Fiber optic,No,No,No,No,Yes,Credit card (automatic),Yes,No,Yes,No,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|No|Yes|Credit card (automatic)|Yes|No|Yes|No|Yes|Male,e20ad4d78ce68b62dcb4f6d02ff7571e80bd7600d779d98bb0d2258384f025ff
607,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|No|Yes|Electronic check|Yes|No|Yes|Yes|No|Male,3334c87a4c1f59f02bc3550b1e21715fd5522bac882162e00a8f64c16a9800d6
608,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|No|Yes|Electronic check|Yes|No|Yes|Yes|Yes|Male,7d599ead1a5ba3e03d6422cb83042379e0fd505311fee57283905bac97342769
609,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|No|Bank transfer (automatic)|Yes|No|Yes|Yes|No|Male,439f6d8f5fa0fa9c19edb3755c0872955112bb1bde36273004476a58830f53bf
610,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Electronic check|Yes|No|Yes|No|No|Male,4fe7ca1a8d7fa85d9c150c7cc137838085f860c8b459f0089ee91be5d1e54957
611,Month-to-month,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|Yes|Yes|Yes|Electronic check|Yes|No|No|No|No|Male,0ae2b40de1f59d8938db02afe2eedca64bab1eb4e84dbe656a79043f28de3c28
612,Month-to-month,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Electronic check,Yes,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|Yes|No|Yes|Electronic check|Yes|No|No|Yes|No|Female,091aa6783116ec1b7b306f6510752b410980d572e00c1e6fa33cbc5c88a8db0d
613,Month-to-month,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|Yes|No|Yes|Credit card (automatic)|Yes|No|Yes|Yes|No|Male,f2a8b0db08b3807023d3ef5ed4137d0b47427773a728c2ffb00fb4f1794fa8bb
614,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|Yes|Female,5150074c7ef4b9898cda93bc3a4ec772441f1daf2fcb5461d515541e8a04b400
615,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Male,fbecb108c8892cc3ac7f0dbb15e668a99065087ff29c91943be0e1c3fd8e07c3
616,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Female,e16329ad604f64d5a17cff1621167f43ef0cdc7d38129c1455bb3b33e572c004
617,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Electronic check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Electronic check|Yes|No|No|No|Yes|Female,dbb02b02e710df94ed9d8b33823f70b32b11cb8f2ee7ec40432ad302e72a785c
618,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|No|Electronic check|Yes|No|Yes|Yes|No|Male,535a56dd32d24709318fcdc9a08cc873ad2bf0465ba896bc4dd81d95b6f819ea
619,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Credit card (automatic)|Yes|Yes|Yes|Yes|No|Male,228581c10651e332fe0eac7fd8593a8bbd619b8ef17b1fdc02013ba18c6d5f18
620,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Credit card (automatic)|Yes|No|Yes|Yes|No|Male,f47e481287b81fbc7038ccd1cc30b0bc74e4a6564aad2572bb06277e0eca8623
621,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Bank transfer (automatic)|Yes|No|Yes|Yes|Yes|Male,38dae1fb0c00a075f69f9e95c540062f13d4a77359e5592bafeddaf6c51c7e82
622,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Bank transfer (automatic)|Yes|No|Yes|No|No|Female,780ed098a1c6ff209817a98d6775de5c92383106a09bb5c3e3512d4be6211824
623,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|Yes|Bank transfer (automatic)|Yes|No|No|No|No|Male,6afb1969eb5abd3acb61cc65b8a06c9b97d19ef5b1cb7e6cb9d462a6b6f76667
624,Month-to-month,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|No|No|Yes|No|Mailed check|Yes|No|No|No|Yes|Female,d440c703225599eeb751b94764d2fd892255efba36c0a1d6052f1b7bd85d5be0
625,Month-to-month,Yes,Yes,Fiber optic,No,No,No,No,No,Mailed check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|No|No|No|No|No|Mailed check|Yes|No|Yes|Yes|No|Male,aa838de6ff2495b19ea8f36d1bde27716c75389f900c8384e9cd95049a62084b
626,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Electronic check,Yes,No,No,Yes,Yes,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|DSL|Yes|No|Yes|No|Yes|Electronic check|Yes|No|No|Yes|Yes|Female,b3632e2eece556a6593366210c735440f991616fd5c5e376ce9a06de514521f4
627,Month-to-month,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|Yes|Fiber optic|Yes|Yes|No|No|Yes|Electronic check|Yes|No|Yes|Yes|No|Male,d1c1ef96e09c54409bf8cec83b019f2aecc73dfc40b9270b9ca6b70e16a1c74f
628,Month-to-month,Yes,Yes,DSL,No phone service,Yes,Yes,Yes,Yes,Credit card (automatic),No,No,Yes,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|Yes|DSL|No phone service|Yes|Yes|Yes|Yes|Credit card (automatic)|No|No|Yes|Yes|No|Female,3634baa479e3d2d8fc14f749158a8a31914eda4c4c3910af4a3af21db4a5130e
629,Month-to-month,Yes,No internet service,No,No,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,Female,1,0.0005350454788657035,Month-to-month|Yes|No internet service|No|No|No internet service|No internet service|Yes|No|Electronic check|Yes|No|No internet service|No internet service|No internet service|Female,bee90ca13dc023a9d83b6ef50e6f2d57b218b4f78360c5164fd4b2143757352c
630,Month-to-month,Yes,No internet service,No,No,No internet service,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,Male,1,0.0005350454788657035,Month-to-month|Yes|No internet service|No|No|No internet service|No internet service|No|Yes|Mailed check|Yes|No|No internet service|No internet service|No internet service|Male,a6f9b0699124fe98d8e9954f585710cb57f817c64a3be8b448751ec89692ecae
631,Month-to-month,Yes,No internet service,No,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,Male,1,0.0005350454788657035,Month-to-month|Yes|No internet service|No|No|No internet service|No internet service|No|Yes|Bank transfer (automatic)|Yes|No|No internet service|No internet service|No internet service|Male,78748b5381d9e3fd53e2859cb719fe626dcc17e650257a794b37ceee2e6e0457
632,Month-to-month,Yes,No internet service,No,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,Female,1,0.0005350454788657035,Month-to-month|Yes|No internet service|No|No|No internet service|No internet service|No|No|Credit card (automatic)|Yes|No|No internet service|No internet service|No internet service|Female,fba1bcf95fac503758c91d82a9dcf4851e398c1977eae37bd9bb07cc1ce2856e
633,Month-to-month,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,No,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|Yes|Yes|Yes|Electronic check|Yes|No|No|Yes|No|Male,0aba59b147f3f2c7ddcfe73c8999623ff91c8afb22b593c4c0830c5788a08709
634,Month-to-month,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|Yes|Yes|Yes|Credit card (automatic)|Yes|Yes|Yes|Yes|No|Male,06352c0332b1784fc95413f6a688148c8acfbc09f56cdc15dd1586e135c357af
635,Month-to-month,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|Yes|Yes|Yes|Bank transfer (automatic)|Yes|No|Yes|No|No|Female,bbed73376def6ad7020801fe13eda09818aa90823f307fde4b6b030faf4f84ba
636,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Mailed check,Yes,Yes,No,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|Yes|Yes|Mailed check|Yes|Yes|No|No|No|Female,a94a771f92316cf41503cd3dec6c96b3c34ffa597ce2bca43b20f44a87a9ca37
637,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|Yes|Yes|No|Male,1ecac6aa6be1c329bbe90331a71e6cf65f3ae62a98bdcae4acaf56c6b22059f5
638,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|Yes|No|No|Female,8e4c1768b0cec35a1aa2f9145db2837c50b2e4c3ed0b0d01fa59e2829e18ee85
639,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,No,No,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|Yes|Yes|Electronic check|Yes|No|No|No|No|Male,49a1933772167a91ca7bd403ee170415cd4530c7161bce24b3983c30af1660a6
640,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|Yes|Yes|Bank transfer (automatic)|Yes|No|Yes|No|No|Female,93df5effdb60a015f05b784d2885bb0dde284ab9d6af74a5cad614b96a8202be
641,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|Yes|No|Electronic check|Yes|No|Yes|Yes|No|Male,379a07a2025b66e763de4be9d17f458c57e43d845bc3dd0b7d5a7b5dd7b7454a
642,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Electronic check,Yes,No,Yes,Yes,Yes,Male,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|No|Yes|Electronic check|Yes|No|Yes|Yes|Yes|Male,785a4ec8c15c6b89736c81e6e6bedad38055407201a5c9add10ff45763417be7
643,Month-to-month,Yes,No,Fiber optic,Yes,Yes,No,No,No,Mailed check,Yes,No,No,Yes,No,Female,1,0.0005350454788657035,Month-to-month|Yes|No|Fiber optic|Yes|Yes|No|No|No|Mailed check|Yes|No|No|Yes|No|Female,ceea8749a6f3b62e24d4ca017dc37ace3addacaf9f504851714ada5804cdd713
644,Month-to-month,Yes,No internet service,No,No,No internet service,No internet service,Yes,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,Male,1,0.0005350454788657035,Month-to-month|Yes|No internet service|No|No|No internet service|No internet service|Yes|No|Electronic check|Yes|No|No internet service|No internet service|No internet service|Male,31d2e71e81ab55275284cc6bd2fe13d28344531620cc4e6d29b3748d0043a74e
645,Month-to-month,Yes,No internet service,No,No,No internet service,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,Male,1,0.0005350454788657035,Month-to-month|Yes|No internet service|No|No|No internet service|No internet service|Yes|No|Mailed check|Yes|No|No internet service|No internet service|No internet service|Male,246b703116969f815f83125a9ba4b93b7ffdc5483bb6a691e8fd3ec6a9188ad9
646,Month-to-month,Yes,No internet service,No,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,Female,1,0.0005350454788657035,Month-to-month|Yes|No internet service|No|No|No internet service|No internet service|Yes|Yes|Credit card (automatic)|Yes|No|No internet service|No internet service|No internet service|Female,c7df6278c0913ee9e7c66abacaec287cbd1ebf480420b5cf4ff3e4416d897102
