,customerID,tenure,Churn,bucket
4120,9138-EFSMO,26,0,+10 to 30 days
6592,3205-MXZRA,26,0,+10 to 30 days
6061,3920-HIHMQ,26,0,+10 to 30 days
1028,8436-BJUMM,26,1,+10 to 30 days
6490,3985-HOYPM,26,0,+10 to 30 days
5409,6005-OBZPH,26,1,+10 to 30 days
2327,0869-PAPRP,26,0,+10 to 30 days
3706,4993-JCRGJ,26,0,+10 to 30 days
6393,3466-RITXD,26,0,+10 to 30 days
5322,8731-WBBMB,26,0,+10 to 30 days
5913,6156-UZDLF,26,0,+10 to 30 days
5345,9526-JAWYF,26,1,+10 to 30 days
5920,9355-NPPFS,26,0,+10 to 30 days
2952,5260-UMPWX,26,0,+10 to 30 days
5352,6559-PDZLR,26,0,+10 to 30 days
3615,6900-PXRMS,26,1,+10 to 30 days
5934,9912-GVSEQ,26,1,+10 to 30 days
5356,5701-GUXDC,26,0,+10 to 30 days
2984,6765-MBQNU,26,0,+10 to 30 days
3561,5998-VVEJY,26,1,+10 to 30 days
7003,4501-VCPFK,26,0,+10 to 30 days
2847,6985-HAYWX,26,0,+10 to 30 days
3744,9040-KZVWO,26,0,+10 to 30 days
2038,9172-JITSM,26,1,+10 to 30 days
1864,7105-MXJLL,26,0,+10 to 30 days
1881,4524-QCSSM,26,0,+10 to 30 days
2868,5226-NOZFC,26,0,+10 to 30 days
3880,9470-RTWDV,26,0,+10 to 30 days
3867,4922-CVPDX,26,0,+10 to 30 days
3458,0311-UNPFF,26,1,+10 to 30 days
3861,0479-HMSWA,26,0,+10 to 30 days
5465,6933-FHBZC,26,0,+10 to 30 days
3838,7714-YXSMB,26,0,+10 to 30 days
5176,0128-MKWSG,26,0,+10 to 30 days
6305,1597-LHYNC,26,1,+10 to 30 days
5443,7109-MFBYV,26,0,+10 to 30 days
3792,6712-OAWRH,26,1,+10 to 30 days
6087,8319-QBEHW,26,0,+10 to 30 days
3489,0975-UYDTX,26,0,+10 to 30 days
5237,6261-LHRTG,26,0,+10 to 30 days
3152,9909-DFRJA,26,0,+10 to 30 days
6348,1025-FALIX,26,0,+10 to 30 days
4473,2665-NPTGL,26,0,+10 to 30 days
4639,7402-EYFXX,26,0,+10 to 30 days
860,4795-UXVCJ,26,0,+10 to 30 days
718,1853-ARAAQ,26,0,+10 to 30 days
1134,2208-NQBCT,26,0,+10 to 30 days
4674,0980-FEXWF,26,0,+10 to 30 days
1130,5859-HZYLF,26,0,+10 to 30 days
6618,8404-FYDIB,26,0,+10 to 30 days
6221,0042-JVWOJ,26,0,+10 to 30 days
918,6103-BOCOU,26,0,+10 to 30 days
881,3523-BRGUW,26,0,+10 to 30 days
2760,9534-NSXEM,26,0,+10 to 30 days
4587,5201-USSQZ,26,0,+10 to 30 days
1167,4189-NAKJS,26,0,+10 to 30 days
4568,3709-OIJEA,26,0,+10 to 30 days
3316,9139-TWBAS,26,0,+10 to 30 days
5583,2657-ALMWY,26,1,+10 to 30 days
3238,7850-THJMU,26,0,+10 to 30 days
1060,6100-FJZDG,26,0,+10 to 30 days
782,0285-INHLN,27,0,+10 to 30 days
6450,4609-KNNWG,27,0,+10 to 30 days
6962,0886-QGENL,27,1,+10 to 30 days
4420,1544-JJMYL,27,0,+10 to 30 days
2726,9392-XBGTD,27,0,+10 to 30 days
2418,0141-YEAYS,27,0,+10 to 30 days
3842,1194-HVAIF,27,0,+10 to 30 days
6672,2346-CZYIL,27,0,+10 to 30 days
2416,8982-NHAVY,27,0,+10 to 30 days
6666,0822-QGCXA,27,0,+10 to 30 days
750,8224-IVVPA,27,0,+10 to 30 days
358,9057-MSWCO,27,1,+10 to 30 days
4682,0504-HHAPI,27,1,+10 to 30 days
6797,8725-JEDFD,27,0,+10 to 30 days
1766,8763-KIAFH,27,0,+10 to 30 days
6658,0818-OCPZO,27,1,+10 to 30 days
1884,2039-JONDJ,27,0,+10 to 30 days
5122,4353-HYOJD,27,0,+10 to 30 days
5586,1998-VHJHK,27,0,+10 to 30 days
1752,7801-CEDNV,27,0,+10 to 30 days
6039,5649-TJHOV,27,1,+10 to 30 days
6758,7956-XQWGU,27,0,+10 to 30 days
1983,7336-RLLRH,27,0,+10 to 30 days
3559,5171-EPLKN,27,0,+10 to 30 days
1031,1352-VHKAJ,27,0,+10 to 30 days
2237,2212-LYASK,27,0,+10 to 30 days
6364,9717-IOAAF,27,0,+10 to 30 days
32,6827-IEAUQ,27,0,+10 to 30 days
4558,8063-GBATB,27,1,+10 to 30 days
1001,1989-PRJHP,27,1,+10 to 30 days
2959,7587-AOVVU,27,0,+10 to 30 days
6733,4011-ARPHK,27,0,+10 to 30 days
5921,0068-FIGTF,27,0,+10 to 30 days
988,9046-JBFWA,27,0,+10 to 30 days
887,1258-YMZNM,27,0,+10 to 30 days
3002,9513-DXHDA,27,0,+10 to 30 days
3701,3812-LRZIR,27,0,+10 to 30 days
2672,2150-OEGBV,27,0,+10 to 30 days
119,9445-ZUEQE,27,0,+10 to 30 days
126,4412-YLTKF,27,1,+10 to 30 days
1128,0098-BOWSO,27,0,+10 to 30 days
5247,4971-PUYQO,27,1,+10 to 30 days
6997,2523-EWWZL,27,0,+10 to 30 days
2587,5849-ASHZJ,27,0,+10 to 30 days
3786,0064-YIJGF,27,0,+10 to 30 days
390,3597-MVHJT,27,0,+10 to 30 days
200,9323-HGFWY,27,0,+10 to 30 days
3003,2640-PMGFL,27,1,+10 to 30 days
3179,3721-WKIIL,27,0,+10 to 30 days
1617,4939-KYYPY,27,0,+10 to 30 days
5721,6064-ZATLR,27,0,+10 to 30 days
2786,6584-VQMYT,27,0,+10 to 30 days
4932,5566-SOEZD,27,0,+10 to 30 days
3358,5447-VYTKW,27,0,+10 to 30 days
6920,2595-KIWPV,27,0,+10 to 30 days
4121,0576-WNXXC,27,1,+10 to 30 days
707,8329-UTMVM,27,0,+10 to 30 days
5781,1818-ESQMW,27,0,+10 to 30 days
6271,6726-WEXXK,27,0,+10 to 30 days
2445,0187-WZNAB,27,0,+10 to 30 days
1598,7552-KEYGT,27,0,+10 to 30 days
518,0257-ZESQC,27,1,+10 to 30 days
1649,2851-MMUTZ,27,0,+10 to 30 days
5722,3096-JRDSO,27,1,+10 to 30 days
1370,7596-IIWYC,27,0,+10 to 30 days
4153,5214-CHIWJ,27,0,+10 to 30 days
1437,1666-JZPZT,27,0,+10 to 30 days
391,9774-NRNAU,27,0,+10 to 30 days
2498,1134-YWTYF,27,0,+10 to 30 days
6825,5022-KVDQT,27,0,+10 to 30 days
1685,9365-SRSZE,27,0,+10 to 30 days
734,1173-NOEYG,27,0,+10 to 30 days
3558,8417-GSODA,28,0,+10 to 30 days
2622,5315-CKEQK,28,0,+10 to 30 days
456,5149-CUZUJ,28,0,+10 to 30 days
2687,5213-TWWJU,28,0,+10 to 30 days
516,3482-ABPKK,28,0,+10 to 30 days
4439,9950-MTGYX,28,0,+10 to 30 days
2162,6635-CPNUN,28,0,+10 to 30 days
3719,6823-SIDFQ,28,0,+10 to 30 days
2794,5353-WILCI,28,0,+10 to 30 days
6712,1785-BPHTP,28,0,+10 to 30 days
4271,2819-GWENI,28,0,+10 to 30 days
1344,0536-BGFMZ,28,0,+10 to 30 days
2922,3348-CFRNX,28,1,+10 to 30 days
496,4134-BSXLX,28,0,+10 to 30 days
4514,3956-MGXOG,28,0,+10 to 30 days
2015,5155-AZQPB,28,0,+10 to 30 days
2330,1104-FEJAM,28,0,+10 to 30 days
3654,8751-EDEKA,28,0,+10 to 30 days
2486,1174-FGIFN,28,0,+10 to 30 days
4188,2357-COQEK,28,1,+10 to 30 days
2042,7361-YPXFS,28,0,+10 to 30 days
6327,3736-BLEPA,28,0,+10 to 30 days
5757,5539-HIVAK,28,0,+10 to 30 days
5507,5753-QQWPW,28,0,+10 to 30 days
6701,0516-OOHAR,28,0,+10 to 30 days
3170,7272-QDCKA,28,0,+10 to 30 days
2711,0431-APWVY,28,1,+10 to 30 days
453,0256-LTHVJ,28,1,+10 to 30 days
6937,7746-AWNQW,28,0,+10 to 30 days
1305,4945-RVMTE,28,0,+10 to 30 days
2223,8182-BJDSI,28,1,+10 to 30 days
2409,3275-RHRNE,28,0,+10 to 30 days
6640,3315-IKYZQ,28,0,+10 to 30 days
8,7892-POOKP,28,1,+10 to 30 days
1777,2155-AMQRX,28,0,+10 to 30 days
3093,9931-DCEZH,28,0,+10 to 30 days
3573,6506-EYCNH,28,0,+10 to 30 days
3980,8868-WOZGU,28,1,+10 to 30 days
6533,1104-TNLZA,28,0,+10 to 30 days
3425,0369-ZGOVK,28,0,+10 to 30 days
3995,0618-XWMSS,28,1,+10 to 30 days
4017,9473-CBZOP,28,0,+10 to 30 days
328,5697-GOMBF,28,0,+10 to 30 days
5103,6421-SZVEM,28,0,+10 to 30 days
5299,5569-OUICF,28,1,+10 to 30 days
2974,1481-ZUWZA,28,1,+10 to 30 days
5147,7622-NXQZR,28,0,+10 to 30 days
1021,3422-WJOYD,28,0,+10 to 30 days
2451,3325-FUYCG,28,1,+10 to 30 days
4881,2305-MRGLV,28,0,+10 to 30 days
4908,3957-LXOLK,28,1,+10 to 30 days
4802,9972-NKTFD,28,0,+10 to 30 days
2195,9891-NQDBD,28,0,+10 to 30 days
6653,8799-OXZMD,28,0,+10 to 30 days
5648,4291-HYEBC,28,0,+10 to 30 days
3323,4203-QGNZA,28,0,+10 to 30 days
574,6030-REHUX,28,0,+10 to 30 days
1454,8681-ICONS,29,0,+10 to 30 days
1048,2829-HYVZP,29,0,+10 to 30 days
1091,5832-TRLPB,29,0,+10 to 30 days
521,4109-CYRBD,29,0,+10 to 30 days
2163,4021-RQSNY,29,1,+10 to 30 days
6844,6897-UUBNU,29,0,+10 to 30 days
2188,3689-MOZGR,29,0,+10 to 30 days
89,3016-KSVCP,29,0,+10 to 30 days
1411,2692-BUCFV,29,0,+10 to 30 days
4254,2683-BPJSO,29,1,+10 to 30 days
3640,1771-OADNZ,29,1,+10 to 30 days
5301,2082-OJVTK,29,1,+10 to 30 days
1712,6303-KFWSL,29,0,+10 to 30 days
4182,4902-OHLSK,29,1,+10 to 30 days
4299,2186-QZEYA,29,0,+10 to 30 days
5471,3002-WQZWT,29,0,+10 to 30 days
5700,3312-ZWLGF,29,0,+10 to 30 days
4080,6199-IPCAO,29,0,+10 to 30 days
1882,5832-EXGTT,29,0,+10 to 30 days
6651,2038-YSEZE,29,0,+10 to 30 days
5121,4903-CNOZC,29,0,+10 to 30 days
307,4115-BNPJY,29,0,+10 to 30 days
1642,1498-DQNRX,29,0,+10 to 30 days
4305,0559-CKHUS,29,0,+10 to 30 days
3955,6704-UTUKK,29,0,+10 to 30 days
422,7663-ZTEGJ,29,0,+10 to 30 days
1675,6311-UEUME,29,1,+10 to 30 days
412,5233-AOZUF,29,0,+10 to 30 days
6515,7016-BPGEU,29,1,+10 to 30 days
4361,8680-CGLTP,29,0,+10 to 30 days
4093,2476-YGEFM,29,0,+10 to 30 days
6779,0076-LVEPS,29,0,+10 to 30 days
259,5046-NUHWD,29,0,+10 to 30 days
3717,0655-YDGFJ,29,0,+10 to 30 days
1522,5766-XQXMQ,29,1,+10 to 30 days
702,1766-GKNMI,29,0,+10 to 30 days
4951,5117-IFGPS,29,0,+10 to 30 days
4148,9142-XMYJH,29,0,+10 to 30 days
4953,1627-AFWVJ,29,0,+10 to 30 days
5609,4818-DRBQT,29,1,+10 to 30 days
1391,9885-AIBVB,29,0,+10 to 30 days
4461,0082-OQIQY,29,0,+10 to 30 days
3781,8873-TMKGR,29,0,+10 to 30 days
1146,1430-SFQSA,29,0,+10 to 30 days
5190,3001-UNBTL,29,0,+10 to 30 days
213,4709-LKHYG,29,0,+10 to 30 days
234,1984-GPTEH,29,0,+10 to 30 days
708,3014-WJKSM,29,0,+10 to 30 days
709,3347-YJZZE,29,0,+10 to 30 days
5220,2282-YGNOR,29,0,+10 to 30 days
6611,8690-UPCZI,29,0,+10 to 30 days
6100,3565-UNOCC,29,1,+10 to 30 days
3413,5294-DMSFH,29,0,+10 to 30 days
2511,7016-NVRIC,29,0,+10 to 30 days
6270,0625-AFOHS,29,0,+10 to 30 days
2382,6114-TCFID,29,0,+10 to 30 days
2657,3301-LSLWQ,29,0,+10 to 30 days
3127,1432-FPAXX,29,1,+10 to 30 days
3542,1301-LOPVR,29,0,+10 to 30 days
2323,8949-JTMAY,29,1,+10 to 30 days
3265,9722-UJOJR,29,1,+10 to 30 days
3442,0468-YRPXN,29,0,+10 to 30 days
6209,3417-TSCIC,29,0,+10 to 30 days
6048,9253-QXKBE,29,1,+10 to 30 days
2604,6481-ESCNL,29,0,+10 to 30 days
2818,4831-EOBFE,29,1,+10 to 30 days
2469,4716-MRVEN,29,0,+10 to 30 days
3013,2065-MMKGR,29,0,+10 to 30 days
3454,6773-LQTVT,29,0,+10 to 30 days
5976,6907-CQGPN,29,0,+10 to 30 days
2676,1872-EBWSC,29,0,+10 to 30 days
3155,4962-CHQPW,29,0,+10 to 30 days
2155,0524-IAVZO,30,1,+10 to 30 days
148,6440-DKQGE,30,0,+10 to 30 days
5339,3370-GQEAL,30,0,+10 to 30 days
2143,4079-VTGLK,30,0,+10 to 30 days
6986,3976-BWUCK,30,1,+10 to 30 days
929,8812-ZRHFP,30,0,+10 to 30 days
78,0191-ZHSKZ,30,0,+10 to 30 days
895,0730-KOAVE,30,0,+10 to 30 days
5327,1270-XKUCC,30,0,+10 to 30 days
6849,5060-TQUQN,30,0,+10 to 30 days
2175,7927-AUXBZ,30,1,+10 to 30 days
3864,4817-VYYWS,30,1,+10 to 30 days
3642,2107-FBPTK,30,0,+10 to 30 days
3098,4248-HCETZ,30,1,+10 to 30 days
3459,6609-MXJHJ,30,0,+10 to 30 days
2678,7026-YMSBE,30,0,+10 to 30 days
2764,1810-MVMAI,30,0,+10 to 30 days
2580,7748-UMTRK,30,0,+10 to 30 days
5425,4998-IKFSE,30,0,+10 to 30 days
4877,4973-RLZVI,30,0,+10 to 30 days
3676,2364-UFROM,30,0,+10 to 30 days
2064,7061-OVMIM,30,0,+10 to 30 days
1227,8496-DMZUK,30,0,+10 to 30 days
5518,9574-RKJIF,30,1,+10 to 30 days
4910,6635-MYYYZ,30,1,+10 to 30 days
6697,8080-POTJR,30,0,+10 to 30 days
4448,6543-XRMYR,30,1,+10 to 30 days
4927,4774-HHGGS,30,0,+10 to 30 days
2342,1552-AAGRX,30,0,+10 to 30 days
6320,8845-LWKGE,30,0,+10 to 30 days
4389,1482-OXZSY,30,0,+10 to 30 days
1241,0096-FCPUF,30,0,+10 to 30 days
5259,5419-JKZNQ,30,0,+10 to 30 days
2570,9600-UDOPK,30,1,+10 to 30 days
514,2475-MROZF,30,0,+10 to 30 days
6321,1577-HKTFG,30,1,+10 to 30 days
3699,1137-DGOWI,30,0,+10 to 30 days
1287,8800-ZKRFW,30,0,+10 to 30 days
6901,2925-MXLSX,30,0,+10 to 30 days
2111,3373-DIUUN,30,0,+10 to 30 days
90,4767-HZZHQ,30,0,+10 to 30 days
6905,4459-BBGHE,30,0,+10 to 30 days
4522,7305-ZWMAJ,30,0,+10 to 30 days
5762,1421-HCERK,30,0,+10 to 30 days
457,0942-KOWSM,30,0,+10 to 30 days
4535,9647-ERGBE,30,1,+10 to 30 days
593,0215-BQKGS,30,0,+10 to 30 days
1544,3794-NFNCH,30,0,+10 to 30 days
4422,6874-SGLHU,30,0,+10 to 30 days
4085,5640-CAXOA,30,0,+10 to 30 days
2248,9554-DFKIC,30,0,+10 to 30 days
5830,6754-WKSHP,30,0,+10 to 30 days
2273,0219-QAERP,30,0,+10 to 30 days
4052,9667-EQRXU,30,1,+10 to 30 days
1726,1958-RNRKS,30,0,+10 to 30 days
1628,6267-DCFFZ,30,0,+10 to 30 days
3563,6741-EGCBI,30,0,+10 to 30 days
228,4811-JBUVU,30,0,+10 to 30 days
5188,1028-FFNJK,30,0,+10 to 30 days
25,6865-JZNKO,30,0,+10 to 30 days
1602,6032-KRXXO,30,1,+10 to 30 days
5155,8294-UIMBA,30,0,+10 to 30 days
5067,5018-LXQQG,30,0,+10 to 30 days
728,2684-EIWEO,30,1,+10 to 30 days
1709,3280-MRDOF,30,0,+10 to 30 days
5058,1376-HHBDV,30,0,+10 to 30 days
1897,7776-QWNFX,30,1,+10 to 30 days
736,6647-ZEDXT,30,0,+10 to 30 days
5835,4641-FROLU,30,0,+10 to 30 days
1797,0839-QNXME,30,0,+10 to 30 days
4653,2091-MJTFX,30,1,+10 to 30 days
2430,1821-BUCWY,30,0,+10 to 30 days
2013,7328-OWMOM,31,0,Beyond +1 month
3544,8914-RBTSB,31,1,Beyond +1 month
2606,1550-EENBN,31,0,Beyond +1 month
1977,5692-ICXLW,31,0,Beyond +1 month
3164,2603-HVKCG,31,0,Beyond +1 month
2930,5322-ZSMZY,31,0,Beyond +1 month
5969,4673-KKSLS,31,0,Beyond +1 month
2123,8819-IMISP,31,0,Beyond +1 month
4292,2091-RFFBA,31,1,Beyond +1 month
796,2040-OBMLJ,31,0,Beyond +1 month
2752,4139-SUGLD,31,1,Beyond +1 month
5593,4508-OEBEY,31,0,Beyond +1 month
1337,6265-FRMTQ,31,0,Beyond +1 month
3799,2930-UOTMB,31,1,Beyond +1 month
576,5150-LJNSR,31,0,Beyond +1 month
5532,8174-LNWMW,31,0,Beyond +1 month
6874,4926-UMJZD,31,0,Beyond +1 month
5255,8486-AYEQH,31,0,Beyond +1 month
4730,7813-ZGGAW,31,0,Beyond +1 month
5956,3640-PHQXK,31,1,Beyond +1 month
4465,3606-SBKRY,31,0,Beyond +1 month
1822,4911-BANWH,31,1,Beyond +1 month
4333,5325-UWTWJ,31,0,Beyond +1 month
3260,4183-WCSEP,31,1,Beyond +1 month
5427,2455-USLMV,31,0,Beyond +1 month
2436,6360-SVNWV,31,0,Beyond +1 month
4878,7869-ZYDST,31,0,Beyond +1 month
2881,4003-OCTMP,31,0,Beyond +1 month
6166,4077-CROMM,31,1,Beyond +1 month
2488,4701-MLJPN,31,1,Beyond +1 month
5829,6933-VLYFX,31,0,Beyond +1 month
3589,8734-FNWVH,31,0,Beyond +1 month
6418,2486-WYVVE,31,0,Beyond +1 month
5401,5124-EOGYE,31,0,Beyond +1 month
4756,9518-IMLHK,31,0,Beyond +1 month
4690,7036-ZZKBD,31,0,Beyond +1 month
3366,1855-AGAWH,31,0,Beyond +1 month
691,6663-JOCQO,31,0,Beyond +1 month
3406,6447-EGDIV,31,0,Beyond +1 month
2395,6486-LHTMA,31,0,Beyond +1 month
1552,2245-ADZFJ,31,0,Beyond +1 month
6771,1488-SYSFC,31,0,Beyond +1 month
636,7954-MLBUN,31,0,Beyond +1 month
67,3410-YOQBQ,31,0,Beyond +1 month
6984,6447-GORXK,31,0,Beyond +1 month
890,5898-IGSLP,31,0,Beyond +1 month
2746,5480-XTFFL,31,0,Beyond +1 month
6548,5012-YSPJJ,31,0,Beyond +1 month
1471,9777-WJJPR,31,0,Beyond +1 month
4360,2675-OTVVJ,31,0,Beyond +1 month
4273,3814-MLAXC,31,1,Beyond +1 month
2444,1254-IZEYF,31,1,Beyond +1 month
2578,0354-WYROK,31,1,Beyond +1 month
6296,4023-RTIQM,31,0,Beyond +1 month
226,6341-JVQGF,31,0,Beyond +1 month
1727,5136-RGMZO,31,0,Beyond +1 month
3302,7774-OJSXI,31,1,Beyond +1 month
3464,0410-IPFTY,31,0,Beyond +1 month
1453,5899-OUVKV,31,0,Beyond +1 month
263,7605-BDWDC,31,0,Beyond +1 month
4579,5650-YLIBA,31,0,Beyond +1 month
4790,5216-WASFJ,31,0,Beyond +1 month
4856,8714-EUHJO,31,1,Beyond +1 month
1928,2484-DGXPZ,31,1,Beyond +1 month
6444,6302-JGYRJ,31,1,Beyond +1 month
6881,7078-NVFAM,32,0,Beyond +1 month
3967,5914-GXMDA,32,0,Beyond +1 month
6413,7739-LAXOG,32,1,Beyond +1 month
3047,1550-LOAHA,32,1,Beyond +1 month
6420,1422-DGUBX,32,0,Beyond +1 month
4403,0257-KXZGU,32,0,Beyond +1 month
6307,3043-SUDUA,32,0,Beyond +1 month
1809,9606-PBKBQ,32,1,Beyond +1 month
735,7595-EHCDL,32,0,Beyond +1 month
4166,5917-RYRMG,32,0,Beyond +1 month
2914,0484-FFVBJ,32,0,Beyond +1 month
2912,0674-DGMAQ,32,0,Beyond +1 month
340,6035-BXTTY,32,0,Beyond +1 month
3037,8512-WIWYV,32,0,Beyond +1 month
400,2277-AXSDC,32,0,Beyond +1 month
6150,5222-IMUKT,32,0,Beyond +1 month
6949,3648-GZPHF,32,0,Beyond +1 month
5747,9730-DRTMJ,32,0,Beyond +1 month
174,5918-VUKWP,32,0,Beyond +1 month
5439,5959-BELXA,32,1,Beyond +1 month
2379,3757-NJYBX,32,1,Beyond +1 month
5720,2325-WINES,32,0,Beyond +1 month
4284,8189-XRIKE,32,0,Beyond +1 month
5715,0363-QJVFX,32,1,Beyond +1 month
6440,2809-ZMYOQ,32,0,Beyond +1 month
1830,7321-KKSDU,32,0,Beyond +1 month
2440,2171-UDMFD,32,0,Beyond +1 month
1825,5423-BHIXO,32,0,Beyond +1 month
3119,5307-DZCVC,32,1,Beyond +1 month
4323,3707-LRWZD,32,1,Beyond +1 month
1320,8947-YRTDV,32,0,Beyond +1 month
2802,3001-CBHLQ,32,1,Beyond +1 month
1821,3536-IQCTX,32,1,Beyond +1 month
306,0265-EDXBD,32,1,Beyond +1 month
407,0111-KLBQG,32,0,Beyond +1 month
253,3282-ZISZV,32,0,Beyond +1 month
4525,6578-KRMAW,32,0,Beyond +1 month
959,5651-YLPRD,32,0,Beyond +1 month
3655,6878-GGDWG,32,0,Beyond +1 month
2722,4635-EJYPD,32,0,Beyond +1 month
5318,2498-XLDZR,32,0,Beyond +1 month
1114,3312-UUMZW,32,0,Beyond +1 month
3572,1730-ZMAME,32,0,Beyond +1 month
717,9944-AEXBM,32,0,Beyond +1 month
3697,4821-SJHJV,32,0,Beyond +1 month
107,9750-BOOHV,32,0,Beyond +1 month
3695,6088-BXMRG,32,0,Beyond +1 month
1080,0301-KOBTQ,32,0,Beyond +1 month
6175,4377-VDHYI,32,0,Beyond +1 month
1008,8818-XYFCQ,32,1,Beyond +1 month
604,2731-GJRDG,32,0,Beyond +1 month
4542,9029-FEGVJ,32,0,Beyond +1 month
1043,4883-QICIH,32,1,Beyond +1 month
4711,5871-DGTXZ,32,0,Beyond +1 month
3007,6022-UGGSO,32,1,Beyond +1 month
1087,7241-AJHFS,32,0,Beyond +1 month
4655,5985-TBABQ,32,0,Beyond +1 month
2085,8290-YWKHZ,32,1,Beyond +1 month
947,9904-EHEVJ,32,0,Beyond +1 month
1145,3522-CDKHF,32,0,Beyond +1 month
3550,0963-ZBDRN,32,1,Beyond +1 month
892,6259-WJQLC,32,0,Beyond +1 month
5381,9465-RWMXL,32,1,Beyond +1 month
4832,6478-HRRCZ,32,0,Beyond +1 month
1172,1641-RQDAY,32,0,Beyond +1 month
925,5393-HJZSM,32,0,Beyond +1 month
6822,5389-FFVKB,32,1,Beyond +1 month
554,5301-GAUUY,32,1,Beyond +1 month
4430,5061-PBXFW,32,0,Beyond +1 month
1392,1934-MKPXS,33,0,Beyond +1 month
2643,3550-SAHFP,33,1,Beyond +1 month
5947,7951-QKZPL,33,1,Beyond +1 month
1369,5478-JJVZK,33,0,Beyond +1 month
396,0177-PXBAT,33,0,Beyond +1 month
2225,1153-GNOLC,33,0,Beyond +1 month
3670,5442-BXVND,33,0,Beyond +1 month
5879,6603-YRDCJ,33,0,Beyond +1 month
3620,9373-WSLOY,33,0,Beyond +1 month
1960,5846-QFDFI,33,0,Beyond +1 month
6557,8709-KRDVL,33,0,Beyond +1 month
6918,8267-ZNYVZ,33,1,Beyond +1 month
5487,5519-TEEUH,33,0,Beyond +1 month
4588,2105-PHWON,33,0,Beyond +1 month
985,9369-XFEHK,33,1,Beyond +1 month
2393,5136-KCKGI,33,1,Beyond +1 month
5400,4067-HLYQI,33,0,Beyond +1 month
370,6563-VRERX,33,0,Beyond +1 month
2665,8166-ORCHU,33,0,Beyond +1 month
5065,6551-ZCOTS,33,0,Beyond +1 month
6266,5813-UECBU,33,1,Beyond +1 month
5238,7841-FCRQD,33,0,Beyond +1 month
2140,3023-GFLBR,33,1,Beyond +1 month
205,7674-YTAFD,33,0,Beyond +1 month
4108,2650-GYRYL,33,0,Beyond +1 month
5076,1644-IRKSF,33,1,Beyond +1 month
398,2519-ERQOJ,33,0,Beyond +1 month
5482,6289-CPNLD,33,1,Beyond +1 month
4233,4664-NJCMS,33,0,Beyond +1 month
931,0454-OKRCT,33,0,Beyond +1 month
183,5524-KHNJP,33,0,Beyond +1 month
2627,4213-HKBJO,33,0,Beyond +1 month
4423,5951-AOFIH,33,0,Beyond +1 month
4645,5219-YIPTK,33,1,Beyond +1 month
5280,6574-MCOEH,33,0,Beyond +1 month
4904,0114-PEGZZ,33,0,Beyond +1 month
2107,7422-WNBTY,33,0,Beyond +1 month
774,2037-XJFUP,33,1,Beyond +1 month
3273,7112-OPOTK,33,1,Beyond +1 month
4350,1518-OMDIK,33,0,Beyond +1 month
2987,3769-MHZNV,33,0,Beyond +1 month
5293,2242-MFOTG,33,0,Beyond +1 month
3300,1403-LKLIK,33,0,Beyond +1 month
879,9342-VNIMQ,33,0,Beyond +1 month
125,4622-YNKIJ,33,0,Beyond +1 month
6236,1932-UEDCX,33,0,Beyond +1 month
5694,0983-TATYJ,33,0,Beyond +1 month
5260,2495-KZNFB,33,0,Beyond +1 month
724,5244-IRFIH,33,1,Beyond +1 month
2931,8059-UDZFY,33,0,Beyond +1 month
5898,8277-RVRSV,33,0,Beyond +1 month
6018,8859-DZTGQ,33,0,Beyond +1 month
4755,8849-AYPTR,33,0,Beyond +1 month
2359,2616-UUTFK,33,0,Beyond +1 month
4312,1431-AIDJQ,33,0,Beyond +1 month
2112,8383-SGHJU,33,0,Beyond +1 month
5959,2729-VNVAP,33,0,Beyond +1 month
2619,3336-JORSO,33,1,Beyond +1 month
5649,6147-CBCRA,33,0,Beyond +1 month
3557,2045-BMBTJ,33,0,Beyond +1 month
3020,5199-FPUSP,33,0,Beyond +1 month
537,5844-QVTAT,33,0,Beyond +1 month
5434,9921-EZKBY,33,0,Beyond +1 month
5469,6538-POCHL,33,0,Beyond +1 month
6571,2188-SXWVT,34,0,Beyond +1 month
58,3957-SQXML,34,0,Beyond +1 month
5827,3161-GETRM,34,0,Beyond +1 month
5938,9971-ZWPBF,34,0,Beyond +1 month
1,5575-GNVDE,34,0,Beyond +1 month
5460,6551-VLJMV,34,0,Beyond +1 month
2749,9086-YJYXS,34,0,Beyond +1 month
2963,4707-YNOQA,34,0,Beyond +1 month
4745,6116-RFVHN,34,0,Beyond +1 month
3585,5913-INRQV,34,0,Beyond +1 month
4123,8910-LEDAG,34,0,Beyond +1 month
4054,9522-BNTHX,34,0,Beyond +1 month
793,9871-ELEYA,34,0,Beyond +1 month
6540,5203-XEHAX,34,0,Beyond +1 month
1644,3331-HQDTW,34,1,Beyond +1 month
5801,8695-ARGXZ,34,0,Beyond +1 month
38,5380-WJKOV,34,1,Beyond +1 month
5183,8988-ECPJR,34,1,Beyond +1 month
787,2202-OUTMO,34,0,Beyond +1 month
2205,0380-NEAVX,34,0,Beyond +1 month
4129,3192-LNKRK,34,0,Beyond +1 month
813,3551-GAEGL,34,0,Beyond +1 month
3904,4803-LBYPN,34,0,Beyond +1 month
3187,7682-AZNDK,34,0,Beyond +1 month
829,5337-IIWKZ,34,0,Beyond +1 month
4807,9695-IDRZR,34,0,Beyond +1 month
1804,6016-LVTJQ,34,0,Beyond +1 month
5369,9860-LISIZ,34,0,Beyond +1 month
3441,4086-ATNFV,34,0,Beyond +1 month
