,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Period
4374,ef5359ba-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,No,Mailed check,45.6667685163433,82.96430848444828,2,M12
4890,ee63a94c-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,27.005496613698284,181.03939253140925,3,M12
2703,eff5f1fc-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.85344503450582,103.85344503450582,2,M12
6147,ed0b8236-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,58.41879007084911,222.2807206980043,3,M12
1928,f0182542-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,84.66228039476776,84.66228039476776,4,M12
1463,ee0eddd6-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,3,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),24.471798474524633,209.47093980499727,5,M12
6248,ed35a05c-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,88.15563486461714,319.09789647516163,7,M12
2029,f020be6e-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,1,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Mailed check,18.686031198185738,18.686031198185738,2,M12
2529,eff223e2-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),44.2977485594521,44.2977485594521,6,M12
2215,f048d156-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),94.88292076456773,94.88292076456773,3,M12
6221,ee2d53a6-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,3,No,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),90.84888703296753,266.6647920425018,3,M12
5685,ee62fde4-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.33907911393773,162.29346522558603,5,M12
105,ee60b480-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.75541836871936,173.35631498791122,6,M12
3212,effd8020-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,69.53709673480196,69.53709673480196,6,M12
2711,efebf3aa-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,105.86286262485767,105.86286262485767,2,M12
5805,ed01663e-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,No,Mailed check,90.23245277668919,281.61002545815666,6,M12
2822,efe91d42-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Electronic check,34.303782068433264,34.303782068433264,4,M12
3611,ef12639c-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,45.72814034157574,91.62658527748191,3,M12
3831,ed2a7998-6e47-11ec-ac64-acde48001122,Female,No,No,No,4,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,37.78684246930237,166.62582025087096,5,M12
2982,f008c80e-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),63.17564644608324,63.17564644608324,3,M12
1496,e9988130-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.18450309124648,560.6399962612603,4,M12
2804,ee43fd18-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,3,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),66.3040660601421,269.10763873981017,4,M12
4640,ed3839fc-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,4,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.40703936999346,321.30663907615786,4,M12
1388,ee1a2d08-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,3,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,One year,No,Mailed check,28.313432321578638,134.94056677120722,3,M12
653,ea811814-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,7,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,79.35581891941939,501.78033017905085,7,M12
6269,eb692abe-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),75.49671821586728,381.4113340047106,4,M12
1267,eb578dd6-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,6,Yes,Yes,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,38.05087493773442,244.98754218834034,4,M12
3902,eefb5a26-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,114.3982743140754,164.91372680811372,1,M12
4322,e9484800-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,8,Yes,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,112.74558397197063,618.9522513708134,1,M12
2074,f01db520-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,30.21923316044211,30.21923316044211,7,M12
988,ea4958e8-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,7,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,105.41692476873718,589.1084639935802,3,M12
4285,ed4bd7be-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),25.234846073434625,211.80620598993366,1,M12
3718,ef11a8ee-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.25117935307807,148.25363511400252,9,M12
3152,efffa71a-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),106.27576644953014,106.27576644953014,5,M12
2502,f014fafc-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,114.95400273789728,114.95400273789728,6,M12
1376,ef3d4990-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,No,Yes,No,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),55.65471793021307,130.90696364747973,5,M12
5437,eb8058f6-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,6,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),92.41691936354842,416.63136617840956,3,M12
4343,e8bd61fe-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,53.891248500016985,382.9947453720505,8,M12
1624,ef575dda-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,No,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,22.05516662352173,136.42609788400648,2,M12
5547,ec045ebc-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,5,No,No,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,116.18265918022584,283.6686209441232,3,M12
228,ee158b5e-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,No,Credit card (automatic),94.96873549536451,186.1335079812652,7,M12
4576,ef3976e4-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),42.25909330599572,151.29202789173553,5,M12
3355,ef17a280-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.06491793818961,134.29791321386855,4,M12
4877,ef2ad846-6e47-11ec-ac64-acde48001122,Female,No,No,No,2,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.94774918719135,156.768718740746,2,M12
2121,f0433fe8-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),41.605219465995134,41.605219465995134,4,M12
5853,ee6f4c98-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,Yes,No,DSL,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),53.14801189136881,124.24201780986837,3,M12
2380,f0328a40-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Mailed check,89.25335286145072,89.25335286145072,4,M12
6252,ea7b14f0-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,7,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47.43741333627028,503.1892224390641,6,M12
3396,ed064398-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,4,Yes,No,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.24551283431555,264.2438293237819,0,M12
2449,f039d0c0-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),49.679683941671186,49.679683941671186,5,M12
2343,f034df70-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Electronic check,51.79020797228558,51.79020797228558,6,M12
1022,ef2dd4a6-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.405475580649394,131.50862599406474,3,M12
3677,ea7440b2-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,7,Yes,No,No,No internet service,Yes,No,No,Yes,No,Two year,No,Electronic check,58.23577087169179,477.0999309250254,4,M12
6381,ef390650-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,No,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,24.275465939689813,93.0038189684297,2,M12
4988,ef532a8a-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.100667561663755,111.018768507088,2,M12
2864,efe9f898-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.552906878425464,19.552906878425464,5,M12
1977,f016d1ba-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,32.09960286736744,32.09960286736744,4,M12
5387,ec38f140-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,5,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.46266298048255,463.3158531846287,5,M12
1311,ec11ea78-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,25.211923005280003,357.6006382468714,1,M12
4692,ef28cd4e-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),42.38371403528883,96.48548624748855,3,M12
368,ea506340-6e47-11ec-ac64-acde48001122,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),99.83103117086891,582.3590706834152,6,M12
4642,ef4e61b2-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),27.917984845569208,128.84037470228975,3,M12
6332,ec22a23c-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,33.387853349854,266.29236562175106,4,M12
306,ee0b2362-6e47-11ec-ac64-acde48001122,Female,Yes,No,Yes,3,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),48.329979485902584,203.5428478698082,3,M12
6507,ef1ea60c-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,2,No,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),93.89082254106333,116.31992641685599,2,M12
4108,eb42cfd6-6e47-11ec-ac64-acde48001122,Female,Yes,No,Yes,6,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),101.38334986098938,431.17931611926986,4,M12
5845,eb2a730a-6e47-11ec-ac64-acde48001122,Female,Yes,No,Yes,6,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,67.86744769142311,492.31646077483185,6,M12
2945,f00b3008-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),107.4686105628652,107.4686105628652,4,M12
4566,ed2b3658-6e47-11ec-ac64-acde48001122,Male,No,No,No,4,No,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),60.82100645054618,257.4846409874959,2,M12
705,eb30e4ba-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,6,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),44.31489512507247,348.0033442218124,8,M12
3305,f00179f0-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),112.93109302993518,112.93109302993518,8,M12
2937,f00ba9ca-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),111.79280508257109,111.79280508257109,3,M12
6357,2724-FJDYW,Male,No,No,Yes,51,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),67.84478903534423,3135.7637277849235,3,M12
2466,f036f242-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,1,Yes,Yes,No,No,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),101.07591609881685,101.07591609881685,4,M12
6262,ea9c104c-6e47-11ec-ac64-acde48001122,Male,No,No,No,7,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,60.4439764360035,579.2938551837542,6,M12
1099,ee3bb6e4-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,3,Yes,Yes,No,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,51.182988625696865,226.12889185131849,3,M12
313,ef262526-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No phone service,No,No,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,40.8838085705571,123.37974546985589,4,M12
6511,ef4de200-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.55366011938021,134.02655873427713,4,M12
3528,ed0d5e26-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,No,4,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),106.51208663817405,313.1158385470278,4,M12
2407,f03ae528-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,104.35776832157042,104.35776832157042,5,M12
4066,ea5e3920-6e47-11ec-ac64-acde48001122,Female,No,No,No,7,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),31.840938568406177,386.5909808935447,4,M12
1354,eb78fbec-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,6,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),29.584189927569135,286.72044482358194,4,M12
6022,ef290a02-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),84.81965523563069,197.92336405604965,4,M12
3726,ed112fec-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,Yes,Electronic check,103.78269506995886,290.11268476103834,6,M12
5101,ef458876-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),41.57543025575613,137.75075183067952,7,M12
3549,ee529260-6e47-11ec-ac64-acde48001122,Male,No,No,No,3,No,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,70.06091300986229,148.64667369445112,4,M12
5422,ee5152ce-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,21.135494504340365,208.66212393693033,4,M12
5390,ef07f038-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,No,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Electronic check,82.39930139548352,193.94667672254326,4,M12
2629,eff77806-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,53.93354834675194,53.93354834675194,2,M12
1559,eb29f218-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,6,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),93.11993046440195,435.72824286523735,3,M12
4418,e7ab4358-6e47-11ec-ac64-acde48001122,Male,Yes,No,Yes,10,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,106.69003168358601,633.4702380965426,1,M12
6665,ef1f4e22-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,101.58774445074638,127.70348109452196,7,M12
4278,ec03630e-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,69.97637517327097,336.580547755068,5,M12
600,ec0eba24-6e47-11ec-ac64-acde48001122,Female,No,No,No,5,No,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),21.49478817429758,358.8035116170936,3,M12
302,ee2e274a-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,55.601590925566335,109.92255377244098,8,M12
513,ef22b634-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.55924298373921,112.08528000064163,2,M12
1662,ec45f692-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,5,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),44.46479129326606,293.6834344199573,5,M12
1972,f0171eb8-6e47-11ec-ac64-acde48001122,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,44.93921465384259,44.93921465384259,4,M12
2255,f0456eee-6e47-11ec-ac64-acde48001122,Female,Yes,Yes,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Credit card (automatic),49.3007798626768,49.3007798626768,2,M12
6007,eb592894-6e47-11ec-ac64-acde48001122,Male,No,No,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),79.12620098504689,394.1295884301978,5,M12
488,ed1e9cd6-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,4,No,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),55.84486526119834,217.6731383734361,0,M12
5055,ee563f6e-6e47-11ec-ac64-acde48001122,Female,No,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,116.89546193243339,220.55404110358677,2,M12
1997,f01f5e5c-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.80784800782133,111.80784800782133,7,M12
5026,1619-YWUBB,Female,No,Yes,No,80,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),102.75674818488785,2529.5687023443643,3,M12
5760,ee4ab392-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,44.51407283012456,180.65356433519736,6,M12
2911,e7ba3f48-6e47-11ec-ac64-acde48001122,Female,No,No,No,10,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No,One year,No,Electronic check,109.74976817210243,725.0406890633593,4,M12
1470,ee3cd9d4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),113.19266217427007,264.9495341675897,3,M12
353,ed09b85c-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,4,Yes,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),72.7232438563878,191.9637306769955,2,M12
3993,ed3dcebc-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,112.28131081816069,281.6466963852065,5,M12
5243,ec1b816e-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,5,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.49264642181242,373.55081191023294,6,M12
2624,eff7c7d4-6e47-11ec-ac64-acde48001122,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,99.24879959059524,99.24879959059524,6,M12
6392,eb59a6d4-6e47-11ec-ac64-acde48001122,Male,No,Yes,Yes,6,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),46.69688257851253,280.9453027859742,4,M12
5498,ee70c686-6e47-11ec-ac64-acde48001122,Female,Yes,No,No,3,Yes,No,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),54.48750646359443,249.61602067402794,5,M12
1865,f02ba1d0-6e47-11ec-ac64-acde48001122,Female,No,No,No,1,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.408983381847946,40.408983381847946,3,M12
1173,ef1ca708-6e47-11ec-ac64-acde48001122,Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Electronic check,37.28469928453185,58.046634365641594,8,M12
4873,ef3dfa70-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),56.59634314373744,134.81811206504767,6,M12
3190,effb88ec-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),33.38344858621902,33.38344858621902,5,M12
3322,f002fc76-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),25.474817261829337,25.474817261829337,6,M12
4555,ee24bf48-6e47-11ec-ac64-acde48001122,Male,No,Yes,No,3,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,21.7756047110068,149.39831832152782,4,M12
4665,ee51a30a-6e47-11ec-ac64-acde48001122,Female,No,No,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,96.85923237448718,279.4174673895915,4,M12
1868,f02b70f2-6e47-11ec-ac64-acde48001122,Male,Yes,No,No,1,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),105.88720909567145,105.88720909567145,3,M12
1816,f02ec16c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),40.34921737823278,40.34921737823278,4,M12
2249,f044ffcc-6e47-11ec-ac64-acde48001122,Female,No,No,Yes,1,No,No,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,70.79414162058328,70.79414162058328,4,M12
6176,ef4e21d4-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),113.07233706215848,180.70505750884354,6,M12
5166,ef58c60c-6e47-11ec-ac64-acde48001122,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,46.03973579958789,91.44733461313223,2,M12
6279,eb3d0646-6e47-11ec-ac64-acde48001122,Male,No,No,Yes,6,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,68.26514677677181,356.38976105675187,4,M12
