,customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_bins,monthly_charges_bins
4070,0531-ZZJWQ,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,0,"(50.4, 57.6]","(68.5, 78.55]"
4071,6537-QLGEX,Female,No,No,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(14.4, 21.6]","(38.35, 48.4]"
4072,2688-BHGOG,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(78.55, 88.6]"
4073,7683-CBDKJ,Male,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,1,"(7.2, 14.4]","(58.45, 68.5]"
4074,0946-CLJTI,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(57.6, 64.8]","(98.65, 108.7]"
4075,3160-TYXLT,Male,No,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),0,"(50.4, 57.6]","(38.35, 48.4]"
4076,1325-USMEC,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
4077,0916-QOFDP,Female,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(88.6, 98.65]"
4078,0628-CNQRM,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),1,"(21.6, 28.8]","(58.45, 68.5]"
4079,5606-AMZBO,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),0,"(7.2, 14.4]","(68.5, 78.55]"
4080,6199-IPCAO,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4081,7665-TOALD,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4082,0112-QWPNC,Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,1,"(43.2, 50.4]","(78.55, 88.6]"
4083,0324-BRPCJ,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,"(64.8, 72.0]","(98.65, 108.7]"
4084,2777-PHDEI,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4085,5640-CAXOA,Female,No,No,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0,"(28.8, 36.0]","(38.35, 48.4]"
4086,2235-EZAIK,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(78.55, 88.6]"
4087,3847-BAERP,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4088,1196-AMORA,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4089,4282-YMKNA,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,1,"(7.2, 14.4]","(68.5, 78.55]"
4090,1453-RZFON,Female,No,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,0,"(-0.073, 7.2]","(48.4, 58.45]"
4091,8263-OKETD,Female,No,No,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0,"(14.4, 21.6]","(68.5, 78.55]"
4092,0670-KDOMA,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4093,2476-YGEFM,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),0,"(28.8, 36.0]","(68.5, 78.55]"
4094,8687-BAFGU,Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,0,"(-0.073, 7.2]","(68.5, 78.55]"
4095,0641-EVBOJ,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0,"(-0.073, 7.2]","(78.55, 88.6]"
4096,0829-XXPLX,Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0,"(14.4, 21.6]","(88.6, 98.65]"
4097,9974-JFBHQ,Male,No,No,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
4098,5356-RHIPP,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4099,6624-JDRDS,Female,No,No,No,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),0,"(-0.073, 7.2]","(28.3, 38.35]"
4100,0608-JDVEC,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
4101,9780-FKVVF,Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,"(-0.073, 7.2]","(58.45, 68.5]"
4102,1919-RTPQD,Male,No,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,0,"(-0.073, 7.2]","(38.35, 48.4]"
4103,5214-NLTIT,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
4104,3345-PBBFH,Male,No,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),0,"(7.2, 14.4]","(48.4, 58.45]"
4105,5055-BRMNE,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(98.65, 108.7]"
4106,9189-JWSHV,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,1,"(21.6, 28.8]","(88.6, 98.65]"
4107,2190-PHBHR,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(88.6, 98.65]"
4108,2650-GYRYL,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4109,0746-JTRFU,Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4110,5208-FVQKB,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,0,"(64.8, 72.0]","(58.45, 68.5]"
4111,7184-LRUUR,Female,No,No,No,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),0,"(21.6, 28.8]","(58.45, 68.5]"
4112,6627-CFOSN,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
4113,3982-JGSFD,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4114,1574-DYCWE,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
4115,7247-XOZPB,Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0,"(50.4, 57.6]","(68.5, 78.55]"
4116,2466-FCCPT,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
4117,6211-WWLTF,Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0,"(57.6, 64.8]","(98.65, 108.7]"
4118,4826-TZEVA,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0,"(36.0, 43.2]","(68.5, 78.55]"
4119,6016-NXBNJ,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4120,9138-EFSMO,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),0,"(21.6, 28.8]","(78.55, 88.6]"
4121,0576-WNXXC,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,"(21.6, 28.8]","(88.6, 98.65]"
4122,4632-XJMEX,Male,No,No,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),0,"(50.4, 57.6]","(58.45, 68.5]"
4123,8910-LEDAG,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0,"(28.8, 36.0]","(68.5, 78.55]"
4124,3452-GWUIN,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,0,"(14.4, 21.6]","(88.6, 98.65]"
4125,2716-GFZOR,Male,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),0,"(36.0, 43.2]","(78.55, 88.6]"
4126,3724-UCSHY,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4127,8626-XHBIE,Male,No,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
4128,4628-CTTLA,Male,No,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(50.4, 57.6]","(38.35, 48.4]"
4129,3192-LNKRK,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,0,"(28.8, 36.0]","(78.55, 88.6]"
4130,4439-YRNVD,Female,No,No,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,0,"(7.2, 14.4]","(28.3, 38.35]"
4131,2876-VBBBL,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4132,6834-NXDCA,Female,No,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4133,2208-UGTGR,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,0,"(50.4, 57.6]","(88.6, 98.65]"
4134,3005-TYFRD,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0,"(50.4, 57.6]","(98.65, 108.7]"
4135,8670-MEFCP,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(28.8, 36.0]","(88.6, 98.65]"
4136,3079-BCHLN,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,"(43.2, 50.4]","(18.148999999999997, 28.3]"
4137,7777-UNYHB,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4138,5597-GLBUC,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,"(-0.073, 7.2]","(78.55, 88.6]"
4139,7278-CKDNC,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,0,"(21.6, 28.8]","(78.55, 88.6]"
4140,2748-MYRVK,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),1,"(57.6, 64.8]","(98.65, 108.7]"
4141,8450-UYIBU,Female,Yes,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0,"(28.8, 36.0]","(38.35, 48.4]"
4142,2969-VAPYH,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
4143,4822-YCXMX,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,1,"(21.6, 28.8]","(78.55, 88.6]"
4144,7181-OQCUT,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,0,"(14.4, 21.6]","(98.65, 108.7]"
4145,8474-UMLNT,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),0,"(7.2, 14.4]","(58.45, 68.5]"
4146,9821-POOTN,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,"(28.8, 36.0]","(68.5, 78.55]"
4147,3836-FZSDJ,Male,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4148,9142-XMYJH,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4149,6559-ILWKJ,Male,No,Yes,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,1,"(64.8, 72.0]","(48.4, 58.45]"
4150,0187-QSXOE,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(88.6, 98.65]"
4151,7733-UDMTP,Female,Yes,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(50.4, 57.6]","(48.4, 58.45]"
4152,2649-HWLYB,Male,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(68.5, 78.55]"
4153,5214-CHIWJ,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
4154,4229-CZMLL,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,1,"(-0.073, 7.2]","(68.5, 78.55]"
4155,6904-JLBGY,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4156,2465-BLLEU,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4157,1685-VAYJF,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),0,"(7.2, 14.4]","(38.35, 48.4]"
4158,8874-EJNSR,Male,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(36.0, 43.2]","(18.148999999999997, 28.3]"
4159,6917-YACBP,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,0,"(57.6, 64.8]","(88.6, 98.65]"
4160,5049-MUBWG,Male,No,No,No,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0,"(21.6, 28.8]","(68.5, 78.55]"
4161,4223-WOZCM,Male,Yes,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,0,"(-0.073, 7.2]","(48.4, 58.45]"
4162,0769-MURVM,Female,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
4163,9253-VIFJQ,Male,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
4164,7030-FZTFM,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4165,9741-YLNTD,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0,"(-0.073, 7.2]","(78.55, 88.6]"
4166,5917-RYRMG,Male,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4167,5120-ZBLAI,Female,No,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0,"(43.2, 50.4]","(68.5, 78.55]"
4168,1194-BHJYC,Male,No,Yes,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0,"(57.6, 64.8]","(58.45, 68.5]"
4169,3663-MITLP,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1,"(14.4, 21.6]","(98.65, 108.7]"
4170,0906-QVPMS,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4171,9025-ZRPVR,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4172,1905-OEILC,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4173,7858-GTZSP,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,"(7.2, 14.4]","(78.55, 88.6]"
4174,3285-UCQVC,Female,No,No,No,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),1,"(36.0, 43.2]","(28.3, 38.35]"
4175,6248-BSHKG,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(57.6, 64.8]","(18.148999999999997, 28.3]"
4176,4685-TFLLS,Male,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,"(14.4, 21.6]","(18.148999999999997, 28.3]"
4177,3470-BTGQO,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,0,"(14.4, 21.6]","(38.35, 48.4]"
4178,1209-VFFOC,Male,No,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0,"(64.8, 72.0]","(48.4, 58.45]"
4179,8224-DWCKX,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),0,"(7.2, 14.4]","(68.5, 78.55]"
4180,5482-PLVPE,Female,Yes,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4181,4553-DVPZG,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0,"(57.6, 64.8]","(98.65, 108.7]"
4182,4902-OHLSK,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,1,"(28.8, 36.0]","(88.6, 98.65]"
4183,6917-IAYHD,Male,No,No,Yes,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,0,"(-0.073, 7.2]","(28.3, 38.35]"
4184,0495-ZBNGW,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),1,"(-0.073, 7.2]","(78.55, 88.6]"
4185,8620-RJPZN,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4186,7572-KPVKK,Male,No,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0,"(57.6, 64.8]","(98.65, 108.7]"
4187,2642-MAWLJ,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(28.8, 36.0]","(18.148999999999997, 28.3]"
4188,2357-COQEK,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,"(21.6, 28.8]","(98.65, 108.7]"
4189,7103-ZGVNT,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),0,"(64.8, 72.0]","(68.5, 78.55]"
4190,3737-GCSPV,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1,"(7.2, 14.4]","(88.6, 98.65]"
4191,2027-WKXMW,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0,"(57.6, 64.8]","(108.7, 118.75]"
4192,7137-NAXML,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,"(21.6, 28.8]","(18.148999999999997, 28.3]"
4193,2428-ZMCTB,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4194,2961-VNFKL,Female,No,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4195,1768-HNVGJ,Female,Yes,No,No,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,0,"(43.2, 50.4]","(68.5, 78.55]"
4196,6963-KQYQB,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4197,5934-RMPOV,Female,No,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,0,"(21.6, 28.8]","(78.55, 88.6]"
4198,1207-BLKSA,Female,No,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0,"(50.4, 57.6]","(18.148999999999997, 28.3]"
4199,4088-YLDSU,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,1,"(50.4, 57.6]","(98.65, 108.7]"
4200,8316-BBQAY,Female,No,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
4201,1166-PQLGG,Female,No,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0,"(64.8, 72.0]","(18.148999999999997, 28.3]"
4202,3146-JTQHR,Male,No,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0,"(7.2, 14.4]","(18.148999999999997, 28.3]"
4203,4291-YZODP,Female,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0,"(-0.073, 7.2]","(18.148999999999997, 28.3]"
4204,4395-PZMSN,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0,"(-0.073, 7.2]","(78.55, 88.6]"
4205,6427-FEFIG,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0,"(21.6, 28.8]","(78.55, 88.6]"
4206,0017-IUDMW,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(108.7, 118.75]"
4207,8706-HRADD,Male,No,No,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0,"(14.4, 21.6]","(38.35, 48.4]"
4208,9955-QOPOY,Male,No,Yes,No,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0,"(64.8, 72.0]","(58.45, 68.5]"
4209,4385-ZKVNW,Male,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0,"(43.2, 50.4]","(48.4, 58.45]"
4210,5446-DKWYW,Female,Yes,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,0,"(57.6, 64.8]","(58.45, 68.5]"
